context,model,n_matched_cells,n_both_valid_numeric,exact_agreement_rate,mean_abs_diff,spearman_r,spearman_p,clustered_mean_shift_ctx_minus_orig,clustered_shift_se,clustered_shift_p,n_persona_clusters
health,llama,75600,75600,0.7912962962962963,0.21093915343915343,0.7699997738172615,0.0,-0.08427248677248672,0.0017937700584617652,0.0,5400.0
health,gemma,75600,75599,0.7255254699136232,0.29944840540218787,0.8646384077632916,0.0,-0.17267424172277399,0.0023206879260414173,0.0,5400.0
health,qwen,75600,39778,0.7803559756649404,0.2219065815274775,0.6840077886481295,0.0,-0.15880637538337777,0.0027480696110094337,0.0,5400.0
health,ministral,75600,44035,0.8933348472805722,0.10666515271942772,0.8048452520318145,0.0,-0.09531054842738729,0.0013462620156012891,0.0,5400.0
health,deepseek,75600,0,,,,,,,,
