context,model,shift_pp,se_pp,p_value,n_clusters
negative_minor,qwen,0.9603174603174603,0.1389105276430798,4.738122654676805e-12,5400
negative_minor,ministral,-53.666666666666615,0.15240654653537636,0.0,5400
