context,model,sample,denominator,n_orig,n_ctx,orig_rate_pct,ctx_rate_pct,shift_pp_ctx_minus_orig
health,qwen,full_5400_personas,all_rows,75600,75600,44.985449735449734,46.04232804232804,1.0568783068783034
health,qwen,full_5400_personas,condition_B_only,37800,37800,89.97089947089947,92.08465608465607,2.113756613756607
health,qwen,pilot_180_personas,all_rows,2520,2520,44.08730158730159,44.88095238095238,0.7936507936507908
health,qwen,pilot_180_personas,condition_B_only,1260,1260,88.17460317460318,89.76190476190476,1.5873015873015817
health,ministral,full_5400_personas,all_rows,75600,75600,41.732804232804234,24.256613756613756,-17.476190476190478
health,ministral,full_5400_personas,condition_B_only,37800,37800,83.46560846560847,48.51322751322751,-34.952380952380956
health,ministral,pilot_180_personas,all_rows,2520,2520,41.70634920634921,24.801587301587304,-16.904761904761905
health,ministral,pilot_180_personas,condition_B_only,1260,1260,83.41269841269842,49.60317460317461,-33.80952380952381
