context,model,sample,denominator,n_orig,n_ctx,orig_rate_pct,ctx_rate_pct,shift_pp_ctx_minus_orig
neutral,qwen,full_5400_personas,all_rows,75600,75600,44.985449735449734,43.46296296296296,-1.522486772486772
neutral,qwen,full_5400_personas,condition_B_only,37800,37800,89.97089947089947,86.92592592592592,-3.044973544973544
neutral,qwen,pilot_180_personas,all_rows,2520,2520,44.08730158730159,42.579365079365076,-1.5079365079365132
neutral,qwen,pilot_180_personas,condition_B_only,1260,1260,88.17460317460318,85.15873015873015,-3.0158730158730265
neutral,ministral,full_5400_personas,all_rows,75600,75600,41.732804232804234,20.89814814814815,-20.834656084656086
neutral,ministral,full_5400_personas,condition_B_only,37800,37800,83.46560846560847,41.7962962962963,-41.66931216931217
neutral,ministral,pilot_180_personas,all_rows,2520,2520,41.70634920634921,22.341269841269842,-19.365079365079367
neutral,ministral,pilot_180_personas,condition_B_only,1260,1260,83.41269841269842,44.682539682539684,-38.730158730158735
