context,model,n_matched_cells,n_both_valid_numeric,exact_agreement_rate,mean_abs_diff,spearman_r,spearman_p,clustered_mean_shift_ctx_minus_orig,clustered_shift_se,clustered_shift_p,n_persona_clusters
positive,llama,75600,75600,0.8187433862433863,0.18472222222222223,0.7742375544270623,0.0,-0.014060846560846559,0.0020553451997913177,7.858082744744507e-12,5400.0
positive,gemma,75600,75562,0.7251396204441386,0.29688203065032687,0.8638389957974075,0.0,-0.07489214155263227,0.0020771132258567706,1.1155635963963302e-284,5400.0
positive,qwen,75600,39451,0.8034270360700616,0.19814453372538085,0.7034178824357106,0.0,-0.1721882842006539,0.0024455804386623423,0.0,5400.0
positive,ministral,75600,44048,0.8750681075190702,0.1249318924809299,0.755243613860405,0.0,-0.0003405375953505268,0.0015554215258541172,0.8266999887970864,5400.0
positive,deepseek,75600,0,,,,,,,,
