context,model,n_matched_cells,n_both_valid_numeric,exact_agreement_rate,mean_abs_diff,spearman_r,spearman_p,clustered_mean_shift_ctx_minus_orig,clustered_shift_se,clustered_shift_p,n_persona_clusters
positive,llama,2520,2520,0.8416666666666667,0.1619047619047619,0.7938928676344686,0.0,-0.02222222222222222,0.009200568157980841,0.01572183219880175,180.0
positive,gemma,2520,2519,0.7364033346566098,0.2866216752679635,0.8729529892036761,0.0,-0.058753473600635174,0.00980347674121607,2.05844944892071e-09,180.0
positive,qwen,2520,1323,0.8148148148148148,0.1874527588813303,0.727072828759329,5.396547128439704e-218,-0.13454270597127738,0.013521097370925121,2.507279484359279e-23,180.0
positive,ministral,2520,1469,0.8761061946902655,0.12389380530973451,0.7651172179058332,9.171830175862647e-283,0.004084411164057181,0.008841832406000852,0.6441231232706788,180.0
positive,deepseek,2520,0,,,,,,,,
