model,term,coef,se_cluster,p_cluster,ci_low,ci_high
qwen,C(profession)[T.business manager],0.8270363166535215,0.09142808852861953,1.486310414025705e-19,0.6478405559620876,1.0062320773449556
qwen,C(profession)[T.cashier],-1.6091177690490814,0.10501915929316322,5.440057803833942e-53,-1.8149515389503563,-1.4032839991478065
qwen,C(profession)[T.chef],0.5284242415091505,0.09733114525926637,5.662681415255611e-08,0.33765870222695193,0.719189780791349
qwen,C(profession)[T.civil engineer],0.9298595308054217,0.08962406664890064,3.21842241495114e-25,0.754199588025559,1.1055194735852845
qwen,C(profession)[T.computer programmer],0.4482276519506268,0.09032442730324115,6.962061281748768e-07,0.2711950275120678,0.6252602763891858
qwen,C(profession)[T.construction worker],-1.3194141079092054,0.10818535414679474,3.2700797254823618e-34,-1.531453505691634,-1.1073747101267768
qwen,C(profession)[T.doctor],2.3039160225230813,0.09203071879040498,2.5944392095187614e-138,2.123539128222554,2.4842929168236085
qwen,C(profession)[T.electrician],-0.5580088857881818,0.09894107353100015,1.7023760693035724e-08,-0.7519298265006713,-0.3640879450756922
qwen,C(profession)[T.elementary school teacher],1.3597534858498936,0.0908598919952093,1.2360199548521279e-50,1.1816713699000843,1.537835601799703
qwen,C(profession)[T.farmer],-0.895428757832311,0.11883364406250839,4.8779189085677485e-14,-1.1283384203464795,-0.6625190953181426
qwen,C(profession)[T.flight attendant],0.6523561585827132,0.08815356155230006,1.3595430622945494e-13,0.47957835283127026,0.8251339643341562
qwen,C(profession)[T.hairdresser],-0.8146529054543031,0.10133715901834023,9.054917389242394e-16,-1.0132700874258582,-0.6160357234827479
qwen,C(profession)[T.janitor],-2.450146370484407,0.11281733843152697,1.3923836076022464e-104,-2.6712642906418664,-2.2290284503269473
qwen,C(profession)[T.journalist],1.6496233790060075,0.08769199674205987,6.072269689369405e-79,1.4777502236591664,1.8214965343528486
qwen,C(profession)[T.lawyer],2.2815669461295434,0.08849380827187832,1.4035172690328461e-146,2.108122269061869,2.4550116231972177
qwen,C(profession)[T.mechanic],-1.261251272230531,0.11166701091128645,1.3929560305725794e-29,-1.4801145918778935,-1.0423879525831683
qwen,C(profession)[T.paramedic],0.9274726735458887,0.08506600721005327,1.1154750281010479e-27,0.7607463631055598,1.0941989839862176
qwen,C(profession)[T.pharmacist],0.6175627175627912,0.09399630497238429,5.029012556828354e-11,0.43333334513707483,0.8017920899885076
qwen,C(profession)[T.plumber],-1.136984728051708,0.10196749119052623,7.123481295016804e-29,-1.3368373383790446,-0.9371321177243714
qwen,C(profession)[T.police officer],2.144853871986905,0.11314379772499338,3.874264962317127e-80,1.9230961033718328,2.3666116406019766
qwen,C(profession)[T.real estate agent],0.07086275018807432,0.09776253600007503,0.46854671896402056,-0.12074829940937322,0.2624737997855219
qwen,C(profession)[T.registered nurse],1.3904674300193218,0.08876412506208362,2.6348217015794335e-55,1.2164929417784287,1.564441918260215
qwen,C(profession)[T.social worker],1.8815995632183722,0.08208547133652555,2.775594932651204e-116,1.7207149957447871,2.0424841306919572
qwen,C(profession)[T.truck driver],-2.49899843936456,0.12798867584866852,6.711604416248413e-85,-2.7498516344569217,-2.2481452442721985
qwen,C(profession)[T.veterinarian],0.8181757759193972,0.08530207261519847,8.680424757826856e-22,0.6509867857869878,0.9853647660518066
qwen,C(profession)[T.waiter],-0.997351274493863,0.10602942424675336,5.136005693948344e-21,-1.2051651273190176,-0.7895374216687084
qwen,C(age)[T.45],-0.25021863928508425,0.030852565859240226,5.05613264637775e-16,-0.3106885571998452,-0.18974872137032334
qwen,C(age)[T.65],-0.44471003136868464,0.032026868434782835,7.752517829029252e-44,-0.5074815400384617,-0.3819385226989076
qwen,C(topic)[T.economic redistribution],-3.4381787770675865,0.05106325431714789,0.0,-3.5382609164626055,-3.3380966376725674
qwen,C(topic)[T.gender equality],2.951000118750882,0.05510374326098192,0.0,2.8429987665460157,3.0590014709557485
qwen,C(topic)[T.immigration],-4.348727742421849,0.06536255279444089,0.0,-4.476835991836551,-4.220619493007146
qwen,C(topic)[T.lgbtq rights],-0.26652832390726616,0.05051943163647523,1.3220805841465803e-07,-0.365544590434191,-0.1675120573803413
qwen,C(topic)[T.religion and secularism],-4.2985761582254245,0.08301258238524914,0.0,-4.461277829964177,-4.135874486486672
qwen,C(topic)[T.trust in government],-5.731971229412847,0.0886167946602046,0.0,-5.905656955372229,-5.558285503453464
qwen,2.0/3.0,-12.233336413832069,0.1958684900261165,0.0,-12.6172315999895,-11.849441227674637
qwen,3.0/4.0,2.2683688737671606,0.016708690142163852,0.0,2.23562044285968,2.301117304674641
qwen,4.0/5.0,1.896770410114158,0.011094231480211752,0.0,1.8750261159767925,1.9185147042515236
