model,term,coef,se_cluster,p_cluster,ci_low,ci_high
qwen,C(gender)[T.male],-1.610708958778176,0.03994131351972426,0.0,-1.6889924947720583,-1.5324254227842937
qwen,C(gender)[T.neutral],-1.2894618249089593,0.031033721701286553,0.0,-1.35028680174972,-1.2286368480681986
qwen,C(country)[T.Brazil],-0.17570841154566808,0.07121390364617657,0.013612371669773695,-0.31528509789067977,-0.036131725200656384
qwen,C(country)[T.Canada],0.7192851067203886,0.07208480040330872,1.8965318166368004e-23,0.5780014940971452,0.860568719343632
qwen,C(country)[T.China],-0.7147662876182334,0.08164359245017663,2.046220145427203e-18,-0.8747847883890458,-0.5547477868474209
qwen,C(country)[T.Egypt],-1.3197279548733263,0.08052311147730493,2.2756586553330266e-60,-1.4775503532919478,-1.1619055564547047
qwen,C(country)[T.France],0.5832951094177453,0.07193575085177158,5.122459038246476e-16,0.4423036285474265,0.7242865902880642
qwen,C(country)[T.Germany],0.24429660860330377,0.07331384150674997,0.0008616135678541779,0.10060411968179611,0.3879890975248114
qwen,C(country)[T.India],0.4283407328851002,0.07324827223649957,4.98137929370709e-09,0.2847767573717759,0.5719047083984246
qwen,C(country)[T.Italy],-0.16318994144664145,0.07213165568870838,0.023673314001749074,-0.3045653887417536,-0.021814494151529307
qwen,C(country)[T.Japan],0.38048834356651945,0.06862708321433265,2.9515196453746437e-08,0.24598173210239416,0.5149949550306447
qwen,C(country)[T.Kenya],-0.6916386985783787,0.07407070122612809,9.859118356689661e-21,-0.8368146052912165,-0.5464627918655408
qwen,C(country)[T.Mexico],-0.08836382889700654,0.06837646229379914,0.19624858046533633,-0.22237923238311386,0.04565157458910078
qwen,C(country)[T.Morocco],-1.40185850592578,0.07428703614464197,1.9813756093798073e-79,-1.5474584212875035,-1.2562585905640564
qwen,C(country)[T.Nigeria],-0.22882543446925163,0.0754480735907032,0.0024222678633303374,-0.37670094140995747,-0.08094992752854577
qwen,C(country)[T.Pakistan],-1.1448514868976214,0.07492433347371298,1.0377754341982805e-52,-1.2917004820717677,-0.9980024917234751
qwen,C(country)[T.Poland],-0.5128894869310768,0.07333114874199709,2.668606787364043e-12,-0.6566158974103409,-0.36916307645181284
qwen,C(country)[T.South Africa],0.4999632352137501,0.06914871563097878,4.820680279385221e-13,0.3644342429998298,0.6354922274276704
qwen,C(country)[T.South Korea],-0.25067341962134143,0.07989051333607539,0.0017027211016033036,-0.40725594846646607,-0.0940908907762168
qwen,C(country)[T.Turkey],-0.8476144066370627,0.07411865595978204,2.766156796072066e-30,-0.9928843029007505,-0.7023445103733749
qwen,C(country)[T.USA],0.07970740220996547,0.08144501729593437,0.3277454439254388,-0.07992189841030767,0.2393367028302386
qwen,C(profession)[T.administrative assistant],-0.35538369891024835,0.0928261765179528,0.00012893406715366537,-0.5373196617079935,-0.17344773611250316
qwen,C(profession)[T.architect],1.1729144179502262,0.09015207267381141,1.0678335768275645e-38,0.9962196023779183,1.3496092335225343
qwen,C(profession)[T.bank teller],-0.4285375507456699,0.10096306970625965,2.19083289570436e-05,-0.6264215311385458,-0.23065357035279402
