term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,coef_cluster_modelpersona,se_cluster_modelpersona,p_cluster_modelpersona,ci_low_cluster_modelpersona,ci_high_cluster_modelpersona,p_hc3_bh_adj,p_cluster_bh_adj,p_cluster_modelpersona_bh_adj
"C(country)[T.Nigeria]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0058201058201501,0.0175993184115907,0.7408706206356317,-0.0403141360593207,0.0286739244190203,-0.0058201058201501,0.0131265227915457,0.6574871452766347,-0.0315476177338239,0.0199074060935236,,,,,,"not_attempted (pooled model, see docstring)",-0.0058201058201501,0.0126681345507298,0.6459262725836011,-0.0306491932908881,0.0190089816505878,0.7840603877578882,0.6927096709164543,0.6805294657577227
C(country)[T.Pakistan],-0.0603174603174122,0.0143014323085434,2.4693627475635465e-05,-0.0883477525694948,-0.0322871680653296,-0.0603174603174122,0.0088261094783141,8.259023986803462e-12,-0.0776163170185155,-0.043018603616309,,,,,,"not_attempted (pooled model, see docstring)",-0.0603174603174122,0.0088254965043815,8.231726546940782e-12,-0.0776151156116841,-0.0430198050231403,5.0675618123912784e-05,1.892358894063706e-11,1.9426874650780246e-11
"C(country)[T.Pakistan]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.1195767195767691,0.0219324346806713,4.979259005592089e-08,-0.1625635016441622,-0.076589937509376,-0.1195767195767691,0.0124359733174328,6.8848693702546195e-22,-0.1439507793916387,-0.0952026597618995,,,,,,"not_attempted (pooled model, see docstring)",-0.1195767195767691,0.01264043577951,3.0836353373935926e-21,-0.1443515184535003,-0.0948019207000379,1.3824766180232154e-07,2.461862380878925e-21,1.1026332418558908e-20
"C(country)[T.Pakistan]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0920634920635262,0.016879537497308,4.920826520657937e-08,-0.1251467776339434,-0.0589802064931091,-0.0920634920635262,0.0108964251728246,2.9390183117447106e-17,-0.1134200929624982,-0.0707068911645543,,,,,,"not_attempted (pooled model, see docstring)",-0.0920634920635262,0.0108183085222867,1.7397682487812978e-17,-0.113266987140851,-0.0708599969862015,1.3824766180232154e-07,9.12642528383884e-17,5.4024382462156093e-17
"C(country)[T.Pakistan]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0592592592593064,0.0181651896185099,0.0011053442142268,-0.0948623766839268,-0.023656141834686,-0.0592592592593064,0.0133775548940116,9.43412303403423e-06,-0.0854787850527768,-0.033039733465836,,,,,,"not_attempted (pooled model, see docstring)",-0.0592592592593064,0.0120004867939128,7.889900339482522e-07,-0.0827797811723241,-0.0357387373462887,0.0018632945325537486,1.5145939020626384e-05,1.3492873044332428e-06
C(country)[T.Poland],-0.0529100529100088,0.0112976884491647,2.823430607593048e-06,-0.075053115378926,-0.0307669904410916,-0.0529100529100088,0.0074425641734121,1.167884613750948e-12,-0.0674972106425247,-0.0383228951774929,,,,,,"not_attempted (pooled model, see docstring)",-0.0529100529100088,0.0074420472868001,1.1637142246534753e-12,-0.0674961975633811,-0.0383239082566365,6.869377560741849e-06,2.963664181131438e-12,2.860797468939793e-12
"C(country)[T.Poland]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.1269841269841692,0.0174541736273276,3.4568406750362014e-13,-0.1611936786736402,-0.0927745752946981,-0.1269841269841692,0.0124357227558808,1.7659673663857422e-24,-0.1513576957074209,-0.1026105582609175,,,,,,"not_attempted (pooled model, see docstring)",-0.1269841269841692,0.0127184580395232,1.7866644348559464e-23,-0.1519118466805187,-0.1020564072878196,1.4568114273366848e-12,7.31172453450939e-24,7.146657739423785e-23
"C(country)[T.Poland]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0502645502645914,0.014100945837943,0.0003643800988632,-0.0779018962549097,-0.0226272042742731,-0.0502645502645914,0.0098741787714336,3.571123265535429e-07,-0.0696175850335112,-0.0309115154956715,,,,,,"not_attempted (pooled model, see docstring)",-0.0502645502645914,0.0099376391264269,4.236827911287357e-07,-0.0697419650437443,-0.0307871354854384,0.0006614900256285785,6.336730005010234e-07,7.40660286713938e-07
"C(country)[T.Poland]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0031746031746566,0.0152263374501074,0.8348431042490645,-0.0330176761933207,0.0266684698440074,-0.0031746031746566,0.0103331378319841,0.7586717566202662,-0.0234271811726338,0.0170779748233204,,,,,,"not_attempted (pooled model, see docstring)",-0.0031746031746566,0.0109749950040057,0.7723840848283917,-0.0246851981130148,0.0183359917637015,0.8603623257763285,0.7852918182560651,0.7925332348673932
C(country)[T.South Africa],-0.026455026454982,0.0110137128129654,0.016305351156789,-0.0480415069044616,-0.0048685460055023,-0.026455026454982,0.0076716491058053,0.0005638878436757,-0.0414911824043893,-0.0114188705055746,,,,,,"not_attempted (pooled model, see docstring)",-0.026455026454982,0.0076711163092277,0.0005633879668959,-0.0414901381422862,-0.0114199147676777,0.023753474524704967,0.0008114483604113732,0.0008157028232357815
"C(country)[T.South Africa]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0153439153439555,0.0168454905619842,0.3623681487267939,-0.0483604701473541,0.0176726394594429,-0.0153439153439555,0.0109707030409158,0.1619250332356974,-0.0368460981892346,0.0061582675013235,,,,,,"not_attempted (pooled model, see docstring)",-0.0153439153439555,0.0111618154734082,0.1692309286658162,-0.0372206716739176,0.0065328409860065,0.41833921250536754,0.1882478218897763,0.19674137519769766
"C(country)[T.South Africa]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0550264550264929,0.0137395089062089,6.202279252673237e-05,-0.0819553976479297,-0.0280975124050561,-0.0550264550264929,0.0100352702509331,4.1745062093948495e-08,-0.0746952232934481,-0.0353576867595376,,,,,,"not_attempted (pooled model, see docstring)",-0.0550264550264929,0.0099883032264107,3.606947781813027e-08,-0.0746031696169231,-0.0354497404360626,0.00012404558505346475,8.00962167005841e-08,7.035038648825409e-08
"C(country)[T.South Africa]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0851851851851411,0.0152024942835662,2.1022501504935645e-08,0.0553888439141752,0.1149815264561069,0.0851851851851411,0.0108630898282916,4.4445673992727326e-15,0.0638939203608659,0.1064764500094162,,,,,,"not_attempted (pooled model, see docstring)",0.0851851851851411,0.0109905686214284,9.134905878225891e-15,0.0636440665175253,0.1067263038527568,6.125074512549152e-08,1.2637565135281504e-14,2.5973949244112172e-14
C(country)[T.South Korea],-0.0164021164020732,0.0108546770628608,0.130772036305392,-0.0376768925090935,0.0048726597049469,-0.0164021164020732,0.0073742171937608,0.0261315027829286,-0.0308553165160205,-0.0019489162881259,,,,,,"not_attempted (pooled model, see docstring)",-0.0164021164020732,0.0073737050538507,0.0261211164913867,-0.0308543127402417,-0.0019499200639047,0.16416064131953464,0.03228813956424686,0.03260890290524869
"C(country)[T.South Korea]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.1105820105820544,0.0169024414788547,6.055183627179662e-11,-0.1437101871314056,-0.0774538340327032,-0.1105820105820544,0.0113698247376645,2.337814319113115e-22,-0.1328664575784096,-0.0882975635856993,,,,,,"not_attempted (pooled model, see docstring)",-0.1105820105820544,0.0113379613798873,1.7864925253816233e-22,-0.1328040065447396,-0.0883600146193692,2.1328706507677614e-10,8.620690301729613e-22,7.026870599834386e-22
"C(country)[T.South Korea]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0661375661376046,0.013597425366121,1.1505020744060711e-06,-0.0927880301376731,-0.0394871021375361,-0.0661375661376046,0.0100226871362899,4.1453856049126385e-11,-0.0857816719530459,-0.0464934603221633,,,,,,"not_attempted (pooled model, see docstring)",-0.0661375661376046,0.0098232405782556,1.6646930645332516e-11,-0.085390763882458,-0.0468843683927512,2.8884945697854554e-06,9.058435210735025e-11,3.814248186697547e-11
"C(country)[T.South Korea]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0116402116402595,0.0152031178292887,0.4438867589398403,-0.0414377750383843,0.0181573517578652,-0.0116402116402595,0.0108195178253297,0.2819929661822318,-0.032846076907995,0.0095656536274759,,,,,,"not_attempted (pooled model, see docstring)",-0.0116402116402595,0.0115213958631022,0.3123455367701919,-0.0342217325835686,0.0109413093030495,0.5036407457202035,0.31995355778368606,0.35269639558739374
C(country)[T.Turkey],-0.0820105820105309,0.0129005269968362,2.0553160394016843e-10,-0.1072951503059166,-0.0567260137151451,-0.0820105820105309,0.0086809950106358,3.482122675988936e-21,-0.0990250195813491,-0.0649961444397126,,,,,,"not_attempted (pooled model, see docstring)",-0.0820105820105309,0.0086803921149134,3.4603686756475985e-21,-0.0990238379274467,-0.064997326093615,7.029776598533297e-10,1.208501399313807e-20,1.2009514815482842e-20
"C(country)[T.Turkey]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0481481481482032,0.0195241765483481,0.0136601469126683,-0.086414831010767,-0.0098814652856393,-0.0481481481482032,0.0130430793946532,0.0002229609014567,-0.0737121140092199,-0.0225841822871864,,,,,,"not_attempted (pooled model, see docstring)",-0.0481481481482032,0.0129191020497232,0.0001938524946424,-0.0734691228782583,-0.0228271734181481,0.020275438184841,0.0003288673296486325,0.00028593242959754
"C(country)[T.Turkey]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0232804232804659,0.0155192373947339,0.1335882462142914,-0.0536975696416716,0.0071367230807398,-0.0232804232804659,0.0116944967065343,0.0465121038698766,-0.0462012156425954,-0.0003596309183364,,,,,,"not_attempted (pooled model, see docstring)",-0.0232804232804659,0.0107478973961408,0.0303077920216103,-0.0443459150864337,-0.002214931474498,0.16680860373848028,0.05629157186303014,0.037253327693229324
"C(country)[T.Turkey]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0079365079365594,0.0168753892917318,0.6381401745844584,-0.0410116631734467,0.0251386473003277,-0.0079365079365594,0.0118609607565534,0.5034134543404691,-0.0311835638414471,0.0153105479683281,,,,,,"not_attempted (pooled model, see docstring)",-0.0079365079365594,0.0118512272374229,0.5030629831386768,-0.0311644864945086,0.0152914706213897,0.6941776184800359,0.5424912110700946,0.544600293673063
C(country)[T.USA],0.0201058201058791,0.0125738966044785,0.109817785202643,-0.0045385643842293,0.0447502045959876,0.0201058201058791,0.0087613840119123,0.0217433055615274,0.0029338229878057,0.0372778172239524,,,,,,"not_attempted (pooled model, see docstring)",0.0201058201058791,0.0087607755331679,0.0217341692761921,0.0029350155842301,0.037276624627528,0.14085324623817252,0.02729478783255567,0.02772575107665587
"C(country)[T.USA]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.2317460317460945,0.0206685427963751,3.5405054358475333e-29,-0.2722556312399146,-0.1912364322522744,-0.2317460317460945,0.0186347543096908,1.6616974732212204e-35,-0.268269479053841,-0.1952225844383479,,,,,,"not_attempted (pooled model, see docstring)",-0.2317460317460945,0.0179788139531831,5.127634867193308e-38,-0.2669838595790796,-0.1965082039131093,2.2582683320541023e-28,8.912740992732e-35,2.881242449184811e-37
"C(country)[T.USA]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0809523809524273,0.0154182541923089,1.5174901895650706e-07,-0.1111716038738366,-0.050733158031018,-0.0809523809524273,0.0112979780747137,7.766763089857669e-13,-0.1030960110769894,-0.0588087508278653,,,,,,"not_attempted (pooled model, see docstring)",-0.0809523809524273,0.0112991140568781,7.807710681493504e-13,-0.1030982375611187,-0.0588065243437359,4.069632781106326e-07,1.9923435752243582e-12,1.981311527776846e-12
"C(country)[T.USA]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0121693121693629,0.0168345902169968,0.4697564006302559,-0.045164502689167,0.0208258783504411,-0.0121693121693629,0.0119451004029142,0.3083120825602033,-0.0355812787507898,0.0112426544120639,,,,,,"not_attempted (pooled model, see docstring)",-0.0121693121693629,0.0129471511449411,0.347257572818598,-0.0375452621158441,0.0132066377771182,0.5279167168987638,0.34814187313018174,0.38656975087353357
C(gender)[T.male],-0.091904761904828,0.0047306312959675,4.51054180911216e-84,-0.1011766288690625,-0.0826328949405935,-0.091904761904828,0.0030509482954558,2.397308726723336e-199,-0.0978845106826153,-0.0859250131270407,,,,,,"not_attempted (pooled model, see docstring)",-0.091904761904828,0.0030507364068796,2.2507213998224866e-199,-0.0978840953886372,-0.0859254284210188,4.435366112293624e-83,2.828824297533537e-198,2.6558512517905342e-198
"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.0348412698408583,0.007923299619116,1.09596600993628e-05,-0.0503706517330456,-0.019311887948671,-0.0348412698408583,0.0050280517496872,4.2269576661414315e-12,-0.0446960701826488,-0.0249864694990678,,,,,,"not_attempted (pooled model, see docstring)",-0.0348412698408583,0.0052373116131957,2.8813550229092636e-11,-0.0451062119785353,-0.0245763277031813,2.3513452576814736e-05,1.0179204175605896e-11,6.355138181369964e-11
"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0323015873016273,0.0058380896543516,3.1497258842252866e-08,-0.0437440327626725,-0.0208591418405822,-0.0323015873016273,0.0038540244052629,5.236330983960952e-17,-0.0398553363314811,-0.0247478382717736,,,,,,"not_attempted (pooled model, see docstring)",-0.0323015873016273,0.0038397909829937,4.0194654942259344e-17,-0.0398274393364567,-0.024775735266798,8.955847092495995e-08,1.6049014444347852e-16,1.2319400735549617e-16
"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.090079365079437,0.0067571681303206,1.529696211673827e-40,-0.1033231712523473,-0.0768355589065267,-0.090079365079437,0.005015835782249,4.0813727716527204e-72,-0.0999102225650125,-0.0802485075938615,,,,,,"not_attempted (pooled model, see docstring)",-0.090079365079437,0.0049018928374567,2.0283289420692726e-75,-0.0996868984969271,-0.0804718316619468,1.1281509561094474e-39,2.7520113546001203e-71,1.4958925947760885e-74
C(gender)[T.neutral],-0.3280952380953775,0.0047897623052713,0.0,-0.3374829997082168,-0.3187074764825383,-0.3280952380953775,0.0032760609845532,0.0,-0.3345161996362586,-0.3216742765544964,,,,,,"not_attempted (pooled model, see docstring)",-0.3280952380953775,0.0032758334618844,0.0,-0.3345157537000223,-0.3216747224907328,0.0,0.0,0.0
"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.gemma]",0.377857142857976,0.0071338816993217,0.0,0.3638749916573359,0.391839294058616,0.377857142857976,0.0047270386416684,0.0,0.3685923173667767,0.3871219683491753,,,,,,"not_attempted (pooled model, see docstring)",0.377857142857976,0.0047215890241956,0.0,0.368602998420753,0.387111287295199,0.0,0.0,0.0
"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.ministral]",0.2965873015872005,0.0057913818390603,0.0,0.2852364017619228,0.3079382014124781,0.2965873015872005,0.0040304657017569,0.0,0.2886877339708328,0.3044868692035681,,,,,,"not_attempted (pooled model, see docstring)",0.2965873015872005,0.0040382024965089,0.0,0.2886725701317632,0.3045020330426377,0.0,0.0,0.0
"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1794444444443006,0.0063174698743944,1.7802533981833719e-177,0.1670624310170707,0.1918264578715305,0.1794444444443006,0.0048402543709053,7.55384277172431e-301,0.1699577202013136,0.1889311686872876,,,,,,"not_attempted (pooled model, see docstring)",0.1794444444443006,0.0047505236087537,0.0,0.1701335892634361,0.1887552996251651,2.100699009856379e-176,9.382667863825987e-300,0.0
"C(model, Treatment(reference=""llama""))[T.gemma]",-0.0512698412701801,0.0218382858387654,0.0188895021982009,-0.0940720949982514,-0.0084675875421088,-0.0512698412701801,0.0143594333092848,0.0003563492798315,-0.0794138133947833,-0.023125869145577,,,,,,"not_attempted (pooled model, see docstring)",-0.0512698412701801,0.0146130168846779,0.0004506329416543,-0.0799108280696246,-0.0226288544707356,0.026854954932382002,0.0005191261113594691,0.0006564776187062643
"C(model, Treatment(reference=""llama""))[T.ministral]",-0.0499206349205416,0.0167713810146034,0.0029152397132818,-0.0827919376801632,-0.0170493321609201,-0.0499206349205416,0.0122036390650347,4.301934340978488e-05,-0.0738393279683359,-0.0260019418727474,,,,,,"not_attempted (pooled model, see docstring)",-0.0499206349205416,0.0119138879950204,2.7880546651372603e-05,-0.0732714263066258,-0.0265698435344575,0.004712305289962361,6.592574704356643e-05,4.3288217169236414e-05
"C(model, Treatment(reference=""llama""))[T.qwen]",-0.2908465608464446,0.0189059908082193,2.101386064553578e-53,-0.3279016219225998,-0.2537914997702895,-0.2908465608464446,0.0141907093652932,2.358487506074273e-93,-0.3186598401174946,-0.2630332815753947,,,,,,"not_attempted (pooled model, see docstring)",-0.2908465608464446,0.013692347865065,3.947312709155877e-100,-0.317683069525766,-0.2640100521671233,1.7711682544094445e-52,1.8553435047784282e-92,3.2122958598647826e-99
C(profession)[T.administrative assistant],-0.0436507936507334,0.0140679486997572,0.0019166404257721,-0.0712234664386146,-0.0160781208628522,-0.0436507936507334,0.009472438897593,4.061903475113046e-06,-0.062216432735772,-0.0250851545656947,,,,,,"not_attempted (pooled model, see docstring)",-0.0436507936507334,0.0094717810360348,4.055656896909947e-06,-0.0622151433508113,-0.0250864439506555,0.00316312685651899,6.750769155821683e-06,6.646771025491301e-06
"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1015873015872776,0.0231456181702519,1.138463029132681e-05,0.0562227235736679,0.1469518796008873,0.1015873015872776,0.0156267512803851,7.986283368133534e-11,0.0709594318823576,0.1322151712921977,,,,,,"not_attempted (pooled model, see docstring)",0.1015873015872776,0.0153514781301628,3.6550207432172915e-11,0.0714989573427041,0.1316756458318511,2.4116982704211548e-05,1.697984571963526e-10,7.913622893571383e-11
"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0769841269841084,0.0169609659889237,5.654846807616616e-06,0.0437412445028091,0.1102270094654078,0.0769841269841084,0.011653911475442,3.952118246175503e-11,0.0541428802132239,0.099825373754993,,,,,,"not_attempted (pooled model, see docstring)",0.0769841269841084,0.0115654301765446,2.806163061695935e-11,0.0543163003723682,0.0996519535958487,1.2585430516372888e-05,8.716821552312324e-11,6.24768379773812e-11
"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0039682539682265,0.0188876099887904,0.8335909845660994,-0.0330507813638416,0.0409872893002948,0.0039682539682265,0.0134205465532264,0.7674706728220613,-0.0223355339289403,0.0302720418653935,,,,,,"not_attempted (pooled model, see docstring)",0.0039682539682265,0.0130859705001394,0.7617032247786449,-0.0216797769148003,0.0296162848512534,0.8603623257763285,0.7896698323009588,0.7884296537182466
C(profession)[T.architect],-0.0126984126983665,0.0144454573881175,0.3793691600262709,-0.0410109889192849,0.0156141635225518,-0.0126984126983665,0.0096763227755223,0.1894128561951987,-0.031663656841175,0.0062668314444419,,,,,,"not_attempted (pooled model, see docstring)",-0.0126984126983665,0.009675650754216,0.189382117196888,-0.0316623397036179,0.0062655143068848,0.43251749645507215,0.2191246767748377,0.2180203885778808
"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1166666666666652,0.0231515040420102,4.673122232117878e-07,0.0712905525563916,0.1620427807769388,0.1166666666666652,0.0144547647874251,6.963547309438453e-16,0.0883358482783141,0.1449974850550163,,,,,,"not_attempted (pooled model, see docstring)",0.1166666666666652,0.0150722840739132,9.904459938403501e-15,0.0871255327170387,0.1462078006162918,1.1987574421519775e-06,2.0288853889228086e-15,2.782681601741936e-14
"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0809523809523741,0.0175057748797169,3.758214072494176e-06,0.0466416926666628,0.1152630692380854,0.0809523809523741,0.0118401988828145,8.082389913725142e-12,0.0577460175722662,0.1041587443324819,,,,,,"not_attempted (pooled model, see docstring)",0.0809523809523741,0.011855275854714,8.587621496529515e-12,0.0577164672503472,0.1041882946544009,8.695475697143388e-06,1.874671846072242e-11,2.006612547703926e-11
"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1373015873015818,0.0196940421859597,3.130621545328964e-12,0.0987019739070881,0.1759012006960754,0.1373015873015818,0.0143861017969047,1.373687941616298e-21,0.1091053459017215,0.1654978287014419,,,,,,"not_attempted (pooled model, see docstring)",0.1373015873015818,0.0141531123867583,2.9809428168776353e-22,0.1095619967543877,0.1650411778487758,1.2111912863895665e-11,4.8386620033051684e-21,1.1532827947264296e-21
C(profession)[T.bank teller],-0.0079365079364228,0.0141233101540235,0.5741542446698398,-0.0356176871807977,0.0197446713079521,-0.0079365079364228,0.0100582262546347,0.4300790352321885,-0.0276502691438622,0.0117772532710165,,,,,,"not_attempted (pooled model, see docstring)",-0.0079365079364228,0.0100575277101021,0.4300470062205994,-0.0276489000217365,0.0117758841488909,0.636152120854846,0.47429276782615176,0.4742574461124367
"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0373015873015575,0.0235849166618169,0.1137439832997273,-0.0089239999339823,0.0835271745370974,0.0373015873015575,0.0161359603204212,0.0207939212375759,0.0056756862175645,0.0689274883855506,,,,,,"not_attempted (pooled model, see docstring)",0.0373015873015575,0.0159163962301272,0.0190988954932212,0.0061060239268391,0.068497150676276,0.1451004327499224,0.02652629952469142,0.024765600749451666
"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0214285714285998,0.0171965877484387,0.2127297461308727,-0.0551332640725225,0.0122761212153229,-0.0214285714285998,0.0120354119460953,0.0750006844818184,-0.0450175453820498,0.0021604025248501,,,,,,"not_attempted (pooled model, see docstring)",-0.0214285714285998,0.0122965709178452,0.0813954510618524,-0.045529407560919,0.0026722647037193,0.25614398003513245,0.08939475524095528,0.09701680025554126
"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0388888888889094,0.0192644620362387,0.0435199249815224,-0.0766465406614765,-0.0011312371163423,-0.0388888888889094,0.0147469171935633,0.0083621628338673,-0.0677923154712881,-0.0099854623065307,,,,,,"not_attempted (pooled model, see docstring)",-0.0388888888889094,0.0140098259277518,0.0055061065309737,-0.0663476431369784,-0.0114301346408404,0.05934076245859286,0.011149550445156399,0.007468052536263179
C(profession)[T.business manager],0.0095238095237576,0.0148116378486862,0.5202273247561209,-0.0195064672117176,0.038554086259233,0.0095238095237576,0.0099616070182023,0.3390462065311519,-0.0100005814600603,0.0290482005075756,,,,,,"not_attempted (pooled model, see docstring)",0.0095238095237576,0.0099609151838857,0.3390126613332451,-0.0099992254897166,0.0290468445372319,0.5791209841624742,0.37742879594977286,0.3797619186207382
"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0341269841269611,0.0237818932908204,0.151287489961521,-0.0124846702072217,0.080738638461144,0.0341269841269611,0.0148700095454243,0.0217319210368349,0.0049823009681627,0.0632716672857596,,,,,,"not_attempted (pooled model, see docstring)",0.0341269841269611,0.0154585037867736,0.0272685984796984,0.0038288734500087,0.0644250948039136,0.1840404517057678,0.02729478783255567,0.03369313738852787
"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0277777777777533,0.0178434465059948,0.1195299532521207,-0.0071947347340637,0.0627502902895704,0.0277777777777533,0.01217537397099,0.0225205173129408,0.0039144832963064,0.0516410722592002,,,,,,"not_attempted (pooled model, see docstring)",0.0277777777777533,0.0121196887283415,0.0219082562034773,0.0040236243663679,0.0515319311891387,0.151661661115594,0.028120857597111262,0.027797572387207755
"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0738095238095022,0.0200662607587646,0.0002348030144983,0.0344803754179341,0.1131386722010704,0.0738095238095022,0.0151812296255954,1.1626809204160142e-06,0.0440548605023027,0.1035641871167018,,,,,,"not_attempted (pooled model, see docstring)",0.0738095238095022,0.0140527906803406,1.5020855600850508e-07,0.0462665601937544,0.1013524874252501,0.0004363268615873921,1.9883528783926043e-06,2.748001489768e-07
C(profession)[T.cashier],-0.0666666666664278,0.0140068406177901,1.9399703181379115e-06,-0.0941195698144893,-0.0392137635183662,-0.0666666666664278,0.0094581558723998,1.8073931713028925e-12,-0.0852043115364976,-0.048129021796358,,,,,,"not_attempted (pooled model, see docstring)",-0.0666666666664278,0.0094574990028016,1.8010464300749149e-12,-0.0852030240957424,-0.0481303092371132,4.819294685058391e-06,4.489945141341923e-12,4.381927396883298e-12
"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0809523809523598,0.0236029466029289,0.0006041211107571,0.0346914556815971,0.1272133062231225,0.0809523809523598,0.0148806297159993,5.3245304788474895e-08,0.0517868826417245,0.1101178792629951,,,,,,"not_attempted (pooled model, see docstring)",0.0809523809523598,0.0153688961891015,1.3845496297448565e-07,0.0508298979395859,0.1110748639651337,0.0010478715536413373,1.0133783814580705e-07,2.552763379842079e-07
"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0246031746031411,0.0171169746437027,0.150617056838821,-0.0089454792228015,0.0581518284290838,0.0246031746031411,0.0120380330040472,0.0409746001978537,0.0010090634705039,0.0481972857357783,,,,,,"not_attempted (pooled model, see docstring)",0.0246031746031411,0.0118938636962626,0.0385873638558838,0.0012916301214378,0.0479147190848444,0.1840404517057678,0.049845389931409655,0.04670060446147988
"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0888888888889167,0.0190853948694823,3.201813793606717e-06,-0.1262955754638277,-0.0514822023140057,-0.0888888888889167,0.0136240023439715,6.825930697628345e-11,-0.1155914428083902,-0.0621863349694432,,,,,,"not_attempted (pooled model, see docstring)",-0.0888888888889167,0.0137065463823812,8.864871358515134e-11,-0.1157532261508118,-0.0620245516270216,7.632606619102881e-06,1.4774731863169343e-10,1.867955036258546e-10
C(profession)[T.chef],-0.0031746031745903,0.0139318390953953,0.8197498168612075,-0.0304805060399722,0.0241312996907915,-0.0031746031745903,0.0096605632856474,0.7424469302598511,-0.0221089592848291,0.0157597529356485,,,,,,"not_attempted (pooled model, see docstring)",-0.0031746031745903,0.0096598923588337,0.7424296766856514,-0.0221076442924382,0.0157584379432575,0.8560219326515264,0.7718831521644267,0.7718652145278138
"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.gemma]",0.139682539682519,0.0228967095288508,1.0570357906394718e-09,0.0948058136414963,0.1845592657235417,0.139682539682519,0.0152081127980931,4.1252826945808256e-20,0.1098751863254337,0.1694898930396043,,,,,,"not_attempted (pooled model, see docstring)",0.139682539682519,0.0150309665917934,1.5002146750436376e-20,0.110222386509779,0.1691426928552589,3.513527416773456e-09,1.390809594172964e-19,5.05786661871855e-20
"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0603174603174312,0.0170697114924034,0.0004099475388247,0.026861440565831,0.0937734800690314,0.0603174603174312,0.0120553080015909,5.632953437946394e-07,0.0366894908117754,0.083945429823087,,,,,,"not_attempted (pooled model, see docstring)",0.0603174603174312,0.0117673502209721,2.9622666474964477e-07,0.0372538776908563,0.0833810429440061,0.0007274257079896932,9.847237121150734e-07,5.256352848189185e-07
"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0539682539682301,0.0190427377812264,0.0045960758135988,0.0166451737499861,0.091291334186474,0.0539682539682301,0.0149286648600432,0.0003002598406022,0.0247086085052767,0.0832278994311835,,,,,,"not_attempted (pooled model, see docstring)",0.0539682539682301,0.0141168022836478,0.0001318484332348,0.0262998299154075,0.0816366780210526,0.007231159280062112,0.00044013243715601986,0.0001969381660975494
