term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,coef_cluster_modelpersona,se_cluster_modelpersona,p_cluster_modelpersona,ci_low_cluster_modelpersona,ci_high_cluster_modelpersona,p_hc3_bh_adj,p_cluster_bh_adj,p_cluster_modelpersona_bh_adj
C(profession)[T.civil engineer],0.003174603174807,0.0145398852705005,0.8271661061947249,-0.0253230482947185,0.0316722546443325,0.003174603174807,0.0096015268954019,0.740920022256873,-0.0156440437367734,0.0219932500863874,,,,,,"not_attempted (pooled model, see docstring)",0.003174603174807,0.0096008600686746,0.7409026741554936,-0.015642736780404,0.0219919431300181,0.8599612381583924,0.7718831521644267,0.7718652145278138
"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0785714285714026,0.0237681291434626,0.0009472347606937,0.0319867514703189,0.1251561056724863,0.0785714285714026,0.0147277283949218,9.558040308661534e-08,0.0497056113432678,0.1074372457995374,,,,,,"not_attempted (pooled model, see docstring)",0.0785714285714026,0.0156730163211258,5.3541737678863e-07,0.0478528810528875,0.1092899760899176,0.0016082547016094476,1.7761397738930096e-07,9.291066244273286e-07
"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0317460317460099,0.0173737249090076,0.0676631156090806,-0.0023058433529514,0.0657979068449712,0.0317460317460099,0.0117734063007436,0.0070089525540989,0.0086705794211954,0.0548214840708243,,,,,,"not_attempted (pooled model, see docstring)",0.0317460317460099,0.011697904186358,0.0066511859197861,0.0088185608461478,0.0546735026458719,0.09124854447853155,0.009506395418203105,0.008918635665167726
"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0920634920634745,0.0197907206224237,3.289680585804856e-06,0.0532743924154298,0.1308525917115192,0.0920634920634745,0.0145665597948505,2.6123417946303063e-10,0.0635135594869182,0.1206134246400307,,,,,,"not_attempted (pooled model, see docstring)",0.0920634920634745,0.0137783417554782,2.3609889528632683e-11,0.0650584384560527,0.1190685456708962,7.763646182499461e-06,5.40800582046274e-10,5.3576287776512627e-11
C(profession)[T.computer programmer],-0.0579365079365625,0.0144884524043392,6.36628803821337e-05,-0.0863333528407901,-0.0295396630323348,-0.0579365079365625,0.0098994089637459,4.841744141105117e-09,-0.0773389929737376,-0.0385340228993874,,,,,,"not_attempted (pooled model, see docstring)",-0.0579365079365625,0.0098987214490875,4.8299208224160524e-09,-0.0773376454697683,-0.0385353704033566,0.0001262557963880971,9.766253139323141e-09,9.659841644832105e-09
"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1015873015872759,0.0231517213667401,1.14453477240326e-05,0.0562107615283588,0.146963841646193,0.1015873015872759,0.0151659885862989,2.1076673167165103e-11,0.0718625101681844,0.1313120930063674,,,,,,"not_attempted (pooled model, see docstring)",0.1015873015872759,0.0152293774961204,2.5496314869856535e-11,0.0717382701879149,0.1314363329866369,2.4116982704211548e-05,4.7827835263951584e-11,5.730600294558231e-11
"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0984126984126676,0.0177860776202822,3.145642543372654e-08,0.0635526268506805,0.1332727699746547,0.0984126984126676,0.0122893147118618,1.165992243841895e-15,0.0743260841827401,0.1224993126425951,,,,,,"not_attempted (pooled model, see docstring)",0.0984126984126676,0.0126563055930835,7.498156071257219e-15,0.073606795272891,0.1232186015524441,8.955847092495995e-08,3.355782555447405e-15,2.1580058936789068e-14
"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0999999999999723,0.0191485677117856,1.7669269668444557e-07,0.0624694969293459,0.1375305030705988,0.0999999999999723,0.0142649596329986,2.3800393084106533e-12,0.0720411928783773,0.1279588071215674,,,,,,"not_attempted (pooled model, see docstring)",0.0999999999999723,0.01366139822389,2.481651306276127e-13,0.0732241515026884,0.1267758484972563,4.6332751575032396e-07,5.8509299665095225e-12,6.5805585200131e-13
C(profession)[T.construction worker],-0.0515873015873769,0.015029997347006,0.000598508371015,-0.0810455550752414,-0.0221290480995125,-0.0515873015873769,0.010381460991486,6.723819380223136e-07,-0.0719345912375971,-0.0312400119371568,,,,,,"not_attempted (pooled model, see docstring)",-0.0515873015873769,0.0103807399982809,6.71186293452092e-07,-0.071933178116882,-0.0312414250578718,0.0010462813004410369,1.1667804218622501e-06,1.1562041259466695e-06
"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0365079365079035,0.0251260619568716,0.1462263123272091,-0.0127382400008868,0.0857541130166939,0.0365079365079035,0.018507727968099,0.0485436647026768,0.0002334562547647,0.0727824167610423,,,,,,"not_attempted (pooled model, see docstring)",0.0365079365079035,0.0182073092830645,0.0449496532626827,0.0008222660577152,0.0721936069580918,0.1797365089021945,0.05845053505016186,0.054123051887719986
"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0309523809524057,0.0180996560498791,0.0872457571958727,-0.0664270549427313,0.0045222930379198,-0.0309523809524057,0.0126668072301603,0.0145422682434875,-0.0557788669226316,-0.0061258949821798,,,,,,"not_attempted (pooled model, see docstring)",-0.0309523809524057,0.0126971611520129,0.0147793891015965,-0.0558383595162522,-0.0060664023885593,0.11375689888522629,0.019280760143050843,0.019377421266537635
"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0785714285714447,0.0205185983224081,0.0001285194696862,-0.1187871422966087,-0.0383557148462807,-0.0785714285714447,0.0151655275870918,2.2079079235603346e-07,-0.1082953164486933,-0.048847540694196,,,,,,"not_attempted (pooled model, see docstring)",-0.0785714285714447,0.0146602273679081,8.345448476153284e-08,-0.1073049462177131,-0.0498379109251763,0.00024861143316346883,4.008202076617223e-07,1.563115746327123e-07
C(profession)[T.doctor],0.0690476190477101,0.015357311427021,6.921943358894452e-06,0.0389478417513834,0.0991473963440368,0.0690476190477101,0.009461478568671,2.9259353362045865e-13,0.0505034618126173,0.0875917762828029,,,,,,"not_attempted (pooled model, see docstring)",0.0690476190477101,0.0094608214683098,2.914936487905908e-13,0.0505047497056594,0.0875904883897608,1.498695993301918e-05,7.672452659380916e-13,7.64361123495327e-13
"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0571428571428348,0.0239382565146689,0.0169821704411183,0.0102247365214022,0.1040609777642673,0.0571428571428348,0.0142866976836915,6.341621987822807e-05,0.0291414442247876,0.085144270060882,,,,,,"not_attempted (pooled model, see docstring)",0.0571428571428348,0.0146817220741446,9.937672939616648e-05,0.0283672106464846,0.085918503639185,0.024437757464048283,9.655630897588274e-05,0.0001503391547275339
"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0015873015873259,0.0183168384408588,0.93094331844636,-0.0374876452420481,0.0343130420673961,-0.0015873015873259,0.0118431196723014,0.8933809712832487,-0.0247993896096345,0.0216247864349825,,,,,,"not_attempted (pooled model, see docstring)",-0.0015873015873259,0.0117692960392056,0.892716229286128,-0.024654697947559,0.021480094772907,0.9428412988452235,0.9048837305701575,0.9042104296632026
"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.qwen]",0.2103174603174363,0.0213103536989749,5.657943975767693e-23,0.1685499345696355,0.252084986065237,0.2103174603174363,0.0153707519783819,1.2835049129276998e-42,0.1801913400245099,0.2404435806103627,,,,,,"not_attempted (pooled model, see docstring)",0.2103174603174363,0.0150013842467677,1.1782992908862062e-44,0.180915287475525,0.2397196331593475,3.256767751905306e-22,7.387979498803345e-42,6.9519658162286165e-44
C(profession)[T.electrician],-0.0579365079363612,0.0148543438143489,9.60706055244044e-05,-0.0870504868264604,-0.028822529046262,-0.0579365079363612,0.0099619823656665,6.0358675705256285e-09,-0.0774616345876908,-0.0384113812850317,,,,,,"not_attempted (pooled model, see docstring)",-0.0579365079363612,0.0099612905052817,6.021307886500282e-09,-0.0774602785662542,-0.0384127373064683,0.00018737737936991273,1.197029198860545e-08,1.194141732112661e-08
"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0904761904761603,0.0239032532360951,0.0001536471278842,0.0436266750200733,0.1373257059322473,0.0904761904761603,0.015665026239731,7.664257403998534e-09,0.0597733032294124,0.1211790777229082,,,,,,"not_attempted (pooled model, see docstring)",0.0904761904761603,0.0158286575767562,1.0907760630700961e-08,0.059452591702101,0.1214997892502196,0.00029242517887638063,1.5073039561197118e-08,2.1451929240378557e-08
"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0190476190475836,0.0176371328474037,0.2801544113154998,-0.015520526123876,0.0536157642190432,0.0190476190475836,0.0124953489469272,0.127414632012319,-0.0054428148626542,0.0435380529578214,,,,,,"not_attempted (pooled model, see docstring)",0.0190476190475836,0.0122016011002418,0.1185059668110913,-0.0048670796626147,0.0429623177577819,0.3322434224646128,0.15034926577453644,0.13983704083708773
"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0015873015873239,0.0194182062485392,0.9348511183465352,-0.0396462864788315,0.0364716833041836,-0.0015873015873239,0.0150923167046102,0.9162386734230904,-0.0311676987716321,0.0279930955969843,,,,,,"not_attempted (pooled model, see docstring)",-0.0015873015873239,0.014011343592714,0.9098031079334834,-0.0290490304040594,0.0258744272294115,0.9428412988452235,0.9240697731959373,0.9175792028730858
C(profession)[T.elementary school teacher],0.0309523809525044,0.0145563112855512,0.0334708786055142,0.00242253508507,0.0594822268199388,0.0309523809525044,0.0093729979839671,0.0009589801102083,0.0125816424767623,0.0493231194282465,,,,,,"not_attempted (pooled model, see docstring)",0.0309523809525044,0.009372347028589,0.000958196186405,0.0125829183258588,0.04932184357915,0.04592515901686832,0.0013552054252045436,0.00135409760474
"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1325396825396584,0.0233119611096916,1.3044595086305809e-08,0.0868490783556645,0.1782302867236524,0.1325396825396584,0.014681663683445,1.7553302945765078e-19,0.1037641504869764,0.1613152145923405,,,,,,"not_attempted (pooled model, see docstring)",0.1325396825396584,0.0153510671601262,5.929133505329535e-18,0.1024521437815554,0.1626272212977615,3.946826205600219e-08,5.674766431781587e-19,1.8909128476456357e-17
"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.ministral]",0.021428571428542,0.0177615577860886,0.2276409886326077,-0.0133834421415187,0.0562405849986027,0.021428571428542,0.0113436832817362,0.0588876507037409,-0.0008046392556901,0.0436617821127742,,,,,,"not_attempted (pooled model, see docstring)",0.021428571428542,0.0119443442838172,0.0728075861775805,-0.0019819131866866,0.0448390560437707,0.27270697115378384,0.07054561201057286,0.0872212707508071
"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1166666666666421,0.0198785639815002,4.385146213125151e-09,0.0777053971985265,0.1556279361347577,0.1166666666666421,0.0151221334878932,1.2101944828986131e-14,0.0870278296609642,0.14630550367232,,,,,,"not_attempted (pooled model, see docstring)",0.1166666666666421,0.0140958897028602,1.2669484146223522e-16,0.089039230518987,0.1442941028142972,1.3617032977599156e-08,3.320998813535729e-14,3.833331100652245e-16
C(profession)[T.farmer],-0.0555555555554541,0.0149398393012097,0.0002003157018909,-0.0848371025206413,-0.026274008590267,-0.0555555555554541,0.0104441782218667,1.0417611270520047e-07,-0.0760257687184305,-0.0350853423924778,,,,,,"not_attempted (pooled model, see docstring)",-0.0555555555554541,0.0104434528729441,1.0396479574611403e-07,-0.0760243470606661,-0.0350867640502422,0.00037519448925597143,1.9207470780021336e-07,1.93194423591204e-07
"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0817460317460039,0.027275091489661,0.0027256604075697,0.0282878347512333,0.1352042287407746,0.0817460317460039,0.0181053787444369,6.33126946529013e-06,0.0462601414804506,0.1172319220115573,,,,,,"not_attempted (pooled model, see docstring)",0.0817460317460039,0.0189331110686061,1.5771867397302203e-05,0.0446378159362393,0.1188542475557686,0.004467054556850342,1.0234106806907334e-05,2.4980944333982015e-05
"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0119047619048074,0.01792010009029,0.5064826302495822,-0.0470275126811287,0.0232179888715139,-0.0119047619048074,0.0121038480271378,0.3253359183161306,-0.0356278681123437,0.0118183443027289,,,,,,"not_attempted (pooled model, see docstring)",-0.0119047619048074,0.0124645630888971,0.3395329018176939,-0.0363348566420731,0.0125253328324583,0.5664924205635138,0.36388282806922667,0.3797619186207382
"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0365079365079595,0.0207850726740482,0.0790116378043619,-0.0772459303651418,0.0042300573492226,-0.0365079365079595,0.0159057865366114,0.0217181532298507,-0.0676827052655001,-0.005333167750419,,,,,,"not_attempted (pooled model, see docstring)",-0.0365079365079595,0.0156732237984071,0.0198421775477455,-0.0672268906744736,-0.0057889823414455,0.10534885040581587,0.02729478783255567,0.025588819132611684
C(profession)[T.flight attendant],-0.000793650793653,0.0141288622894987,0.9552045419310546,-0.0284857120235968,0.0268984104362907,-0.000793650793653,0.0099594250309143,0.9364850737502516,-0.0203137651609719,0.0187264635736658,,,,,,"not_attempted (pooled model, see docstring)",-0.000793650793653,0.0099587333481357,0.9364806716586564,-0.0203124094876371,0.018725107900331,0.9592692421094846,0.9404701166172739,0.9404656957933741
"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1730158730158511,0.0230142803362596,5.5721986936221117e-14,0.1279087124266738,0.2181230336050284,0.1730158730158511,0.0156419604508372,1.9390275819968506e-28,0.1423581938846101,0.203673552147092,,,,,,"not_attempted (pooled model, see docstring)",0.1730158730158511,0.0160760406987961,5.1834911253341646e-27,0.1415074122322105,0.2045243337994916,2.435257206842256e-13,8.47426869168994e-28,2.2653776029238202e-26
"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0785714285714016,0.0174146007601515,6.427573214298206e-06,0.0444394382763609,0.1127034188664424,0.0785714285714016,0.0121057303689399,8.559017822806419e-11,0.0548446330417265,0.1022982241010768,,,,,,"not_attempted (pooled model, see docstring)",0.0785714285714016,0.012223642255404,1.2944296285698616e-10,0.0546135299909078,0.1025293271518955,1.4045437764577562e-05,1.8035073269484954e-10,2.6796964240569067e-10
"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0650793650793408,0.0189451116602243,0.0005922184514606,0.0279476285422112,0.1022111016164703,0.0650793650793408,0.0144093290125072,6.28777255085628e-06,0.0368375991734384,0.0933211309852432,,,,,,"not_attempted (pooled model, see docstring)",0.0650793650793408,0.0137436683610573,2.1881197316763316e-06,0.0381422700762058,0.0920164600824757,0.0010430116010798625,1.0233891875876427e-05,3.688544690540102e-06
C(profession)[T.hairdresser],-0.0444444444444529,0.0138167329537512,0.0012966889723736,-0.071524743417813,-0.0173641454710927,-0.0444444444444529,0.0098233023487139,6.0570133413360635e-06,-0.06369776325718,-0.0251911256317258,,,,,,"not_attempted (pooled model, see docstring)",-0.0444444444444529,0.0098226201196657,6.048021084755089e-06,-0.0636964261128162,-0.0251924627760896,0.0021550605456349976,9.926771864967437e-06,9.776253260289048e-06
"C(profession)[T.hairdresser]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1523809523809197,0.022756039763772,2.1378301280176507e-11,0.107779934013165,0.1969819707486743,0.1523809523809197,0.0156445299749365,2.0314115577069084e-22,0.1217182370749868,0.1830436676868526,,,,,,"not_attempted (pooled model, see docstring)",0.1523809523809197,0.0157927228604199,4.973035257678919e-22,0.1214277843566742,0.1833341204051652,7.883248597065087e-11,7.732469800303715e-22,1.8629147949400397e-21
"C(profession)[T.hairdresser]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0595238095237767,0.0167980985211673,0.0003948758278661,0.0266001414135332,0.0924474776340202,0.0595238095237767,0.0124715084025808,1.8169707936698472e-06,0.0350801022218295,0.0839675168257239,,,,,,"not_attempted (pooled model, see docstring)",0.0595238095237767,0.0121360653726582,9.356828684094428e-07,0.0357375584793429,0.0833100605682105,0.0007059901164878758,3.084928829540172e-06,1.588641416867831e-06
"C(profession)[T.hairdresser]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0380952380952643,0.0188920778626602,0.0437512401177761,-0.0751230302992048,-0.0010674458913237,-0.0380952380952643,0.0140628336392359,0.0067500490403873,-0.0656578855487451,-0.0105325906417835,,,,,,"not_attempted (pooled model, see docstring)",-0.0380952380952643,0.01381862772511,0.0058369457600283,-0.0651792507522466,-0.0110112254382819,0.05934076245859286,0.009208159384574583,0.007871538282095308
C(profession)[T.janitor],-0.184126984126904,0.0153164717933091,2.739486427099395e-33,-0.2141467172120136,-0.1541072510417944,-0.184126984126904,0.0102752970733637,8.324622523079165e-72,-0.2042661963211468,-0.1639877719326612,,,,,,"not_attempted (pooled model, see docstring)",-0.184126984126904,0.0102745834532493,8.140451347882662e-72,-0.204264797651424,-0.1639891706023841,1.847196562272735e-32,5.457252542907452e-71,5.82165611545548e-71
"C(profession)[T.janitor]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1658730158729974,0.0243881755223048,1.0362857718263311e-11,0.1180730702006385,0.2136729615453562,0.1658730158729974,0.016278185850339,2.200001319756233e-24,0.1339683578726834,0.1977776738733114,,,,,,"not_attempted (pooled model, see docstring)",0.1658730158729974,0.0164658071076311,7.214627272109117e-24,0.1336006269656567,0.1981454047803381,3.944571647597002e-11,8.951729507973638e-24,2.9356069589961233e-23
"C(profession)[T.janitor]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0849206349206149,0.0185380321965133,4.630074737597994e-06,0.0485867594712047,0.1212545103700251,0.0849206349206149,0.0124212444610338,8.102395266922402e-12,0.060575443133821,0.1092658267074088,,,,,,"not_attempted (pooled model, see docstring)",0.0849206349206149,0.0125230173359222,1.192114172444152e-11,0.0603759719644367,0.1094652978767932,1.0608714932748803e-05,1.874671846072242e-11,2.758224948008038e-11
"C(profession)[T.janitor]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0460317460317668,0.0201307888295221,0.0222171954167923,-0.0854873671180115,-0.0065761249455222,-0.0460317460317668,0.0151120696516899,0.0023188834565501,-0.0756508582809398,-0.0164126337825939,,,,,,"not_attempted (pooled model, see docstring)",-0.0460317460317668,0.0145390715629224,0.001545125926396,-0.0745278026637452,-0.0175356893997885,0.03139675519977834,0.003200330384478501,0.0021324544949090996
C(profession)[T.journalist],-0.1396825396825696,0.0172695822060138,6.047511765542071e-16,-0.1735302988344104,-0.1058347805307288,-0.1396825396825696,0.0110868598192653,2.1403587987985925e-36,-0.1614123856299739,-0.1179526937351654,,,,,,"not_attempted (pooled model, see docstring)",-0.1396825396825696,0.011086089836062,2.116745377604834e-36,-0.1614108764906268,-0.1179542028745125,2.8544255533358574e-15,1.1747085500382973e-35,1.1353452479880473e-35
"C(profession)[T.journalist]:C(model, Treatment(reference=""llama""))[T.gemma]",0.2420634920634536,0.0249009881508244,2.4526444019765256e-22,0.1932584521083791,0.2908685320185281,0.2420634920634536,0.0167754543502804,3.369147164527475e-47,0.2091842057126082,0.274942778414299,,,,,,"not_attempted (pooled model, see docstring)",0.2420634920634536,0.0163675332651209,1.7186578838291895e-49,0.2099837163480552,0.274143267778852,1.3781525687296668e-21,2.092417712706537e-46,1.067377001536023e-48
"C(profession)[T.journalist]:C(model, Treatment(reference=""llama""))[T.ministral]",0.2063492063491707,0.0205036858807025,7.968866249542076e-24,0.1661627204726714,0.24653569222567,0.2063492063491707,0.0146721867728838,6.323613888619292e-45,0.1775922486998734,0.2351061639984679,,,,,,"not_attempted (pooled model, see docstring)",0.2063492063491707,0.014180587553685,5.711354671817746e-48,0.178555765464331,0.2341426472340104,4.701631087229825e-23,3.826597122343982e-44,3.4561018014076615e-47
"C(profession)[T.journalist]:C(model, Treatment(reference=""llama""))[T.qwen]",0.3253968253967939,0.0220298031326892,2.261650447724404e-49,0.2822192046702154,0.3685744461233725,0.3253968253967939,0.0154131353273131,6.215504704009276e-99,0.2951876352664181,0.3556060155271697,,,,,,"not_attempted (pooled model, see docstring)",0.3253968253967939,0.0151002395113313,5.396649502500906e-103,0.2958008997966558,0.354992750996932,1.7791650188765314e-48,5.0581348625730654e-98,4.717071417000792e-102
C(profession)[T.lawyer],0.0039682539682461,0.0164609721443724,0.8095005146589185,-0.0282946585852409,0.0362311665217331,0.0039682539682461,0.0116518922974758,0.7334293198052922,-0.0188690352865461,0.0268055432230383,,,,,,"not_attempted (pooled model, see docstring)",0.0039682539682461,0.0116510830727251,0.7334115100437808,-0.0188674492351794,0.0268039571716717,0.8490760953755767,0.7692858643291065,0.7692671838681434
"C(profession)[T.lawyer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.059523809523785,0.0244777341568594,0.0150259399595588,0.0115483321531945,0.1074992868943754,0.059523809523785,0.0158479238133675,0.0001726938701033,0.0284624496198498,0.0905851694277201,,,,,,"not_attempted (pooled model, see docstring)",0.059523809523785,0.0160896178179937,0.0002160104422464,0.0279887380755034,0.0910588809720666,0.022163261440349233,0.00025632549273194217,0.0003166364246593193
"C(profession)[T.lawyer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0460317460317188,0.0192203643665985,0.0166227866178605,0.0083605241034487,0.083702967959989,0.0460317460317188,0.0134108566207833,0.0005982115340936,0.019746950053153,0.0723165420102847,,,,,,"not_attempted (pooled model, see docstring)",0.0460317460317188,0.0136047660736041,0.0007156782394091,0.0193668945093622,0.0726965975540754,0.024067347495798024,0.0008504694099162025,0.0010236367545487734
"C(profession)[T.lawyer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.2714285714285496,0.0220930284245155,1.0808994887186703e-34,0.2281270314070793,0.3147301114500198,0.2714285714285496,0.0148388292079717,9.622449177965252e-75,0.242345000608184,0.3005121422489151,,,,,,"not_attempted (pooled model, see docstring)",0.2714285714285496,0.0158349732443009,7.32746339128745e-66,0.2403925941735643,0.3024645486835349,7.502714098164888e-34,6.679111782352351e-74,5.0861216480701124e-65
C(profession)[T.mechanic],-0.0888888888887329,0.0147705139520735,1.7658992518183047e-09,-0.1178385642679434,-0.0599392135095223,-0.0888888888887329,0.0097354216988011,6.82081701994828e-20,-0.1079699647926928,-0.0698078129847729,,,,,,"not_attempted (pooled model, see docstring)",-0.0888888888887329,0.0097347455730698,6.780976061186915e-20,-0.1079686396106105,-0.0698091381668553,5.708934567522191e-09,2.2357122454274916e-19,2.253958240056496e-19
"C(profession)[T.mechanic]:C(model, Treatment(reference=""llama""))[T.gemma]",0.091269841269811,0.024099832253494,0.0001523810051439,0.0440350380195058,0.1385046445201162,0.091269841269811,0.0161488522152088,1.5879010091853083e-08,0.0596186725363419,0.1229210100032801,,,,,,"not_attempted (pooled model, see docstring)",0.091269841269811,0.0166090084517112,3.902654615910178e-08,0.0587167828855356,0.1238228996540864,0.0002923733106826048,3.0970631253531637e-08,7.493656541026642e-08
"C(profession)[T.mechanic]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0182539682539352,0.0177564599738629,0.3039411544463501,-0.0165480537877632,0.0530559902956336,0.0182539682539352,0.0121064253134721,0.1316078333619027,-0.0054741893419941,0.0419821258498645,,,,,,"not_attempted (pooled model, see docstring)",0.0182539682539352,0.0120663304969456,0.1303299744432369,-0.0053956049456355,0.0419035414535059,0.356866231091237,0.15452462026571662,0.15302424860001945
"C(profession)[T.mechanic]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0357142857143159,0.0197346452874842,0.0703384061106479,-0.0743934797254581,0.0029649082968262,-0.0357142857143159,0.0151320516377557,0.0182663297590888,-0.0653725619365175,-0.0060560094921142,,,,,,"not_attempted (pooled model, see docstring)",-0.0357142857143159,0.0143675338848291,0.0129273986097085,-0.0638741346752399,-0.0075544367533919,0.09431740819382332,0.02381687195107711,0.017043944535705062
C(profession)[T.paramedic],-0.0571428571428253,0.0158114731488228,0.0003014948444715,-0.0881327750570403,-0.0261529392286103,-0.0571428571428253,0.0110719260858439,2.455575536121275e-07,-0.078843433510569,-0.0354422807750815,,,,,,"not_attempted (pooled model, see docstring)",-0.0571428571428253,0.0110711571397878,2.450877326825966e-07,-0.0788419264039929,-0.0354437878816576,0.0005558811194943282,4.42378493530245e-07,4.381871584325212e-07
"C(profession)[T.paramedic]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1674603174602908,0.0237460640082025,1.7620015186731354e-12,0.120918887229631,0.2140017476909506,0.1674603174602908,0.0146836850713175,3.9698024811499774e-30,0.13868082356018,0.1962398113604016,,,,,,"not_attempted (pooled model, see docstring)",0.1674603174602908,0.0156242338579678,8.380848923924321e-27,0.1368373818126426,0.198083253107939,7.048006074692542e-12,1.801679587598836e-29,3.596146083720254e-26
"C(profession)[T.paramedic]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0968253968253703,0.018385830444159,1.391967039947632e-07,0.0607898313289586,0.1328609623217821,0.0968253968253703,0.012800213922887,3.8978575548329736e-14,0.0717374385421035,0.1219133551086372,,,,,,"not_attempted (pooled model, see docstring)",0.0968253968253703,0.0128171418858296,4.2090102372311116e-14,0.0717042603444044,0.1219465333063363,3.775910591122312e-07,1.045334526068843e-13,1.1287800181665253e-13
"C(profession)[T.paramedic]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1523809523809284,0.0205132591629791,1.0990868398913944e-13,0.112175703215953,0.1925862015459037,0.1523809523809284,0.0152441749821297,1.5865866034386997e-23,0.1225029184419275,0.1822589863199293,,,,,,"not_attempted (pooled model, see docstring)",0.1523809523809284,0.0144606000433765,5.791937130623975e-26,0.1240386971010719,0.1807232076607848,4.716081712988529e-13,6.240573973525552e-23,2.4408877907629606e-25
C(profession)[T.pharmacist],0.0396825396825772,0.0145416153799755,0.0063546958248334,0.0111814972607913,0.068183582104363,0.0396825396825772,0.0096228732056508,3.727170747665129e-05,0.020822054771706,0.0585430245934484,,,,,,"not_attempted (pooled model, see docstring)",0.0396825396825772,0.0096222048964208,3.722536450558888e-05,0.0208233646337274,0.0585417147314269,0.00973836503026417,5.786923002953753e-05,5.704666248908426e-05
"C(profession)[T.pharmacist]:C(model, Treatment(reference=""llama""))[T.gemma]",0.0333333333333097,0.0234681582901663,0.155501661477764,-0.0126634116989013,0.0793300783655207,0.0333333333333097,0.014282754961106,0.0196053172680766,0.0053396480095311,0.0613270186570882,,,,,,"not_attempted (pooled model, see docstring)",0.0333333333333097,0.0149984647371344,0.0262529303050731,0.0039368826251321,0.0627297840414872,0.18819688260898618,0.02528335997413157,0.03260890290524869
"C(profession)[T.pharmacist]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0015873015872711,0.0173914737621296,0.9272788875616084,-0.0324993606245763,0.0356739637991186,0.0015873015872711,0.0116978350135437,0.8920648426800046,-0.0213400337363662,0.0245146369109085,,,,,,"not_attempted (pooled model, see docstring)",0.0015873015872711,0.0117115988917229,0.8921909165744417,-0.021367010441885,0.0245416136164273,0.9428412988452235,0.9048837305701575,0.9042104296632026
"C(profession)[T.pharmacist]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0206349206348979,0.0194699211639334,0.2892192796954804,-0.0175254236282458,0.0587952648980416,0.0206349206348979,0.0141764405739761,0.1455092037802836,-0.0071503923190677,0.0484202335888636,,,,,,"not_attempted (pooled model, see docstring)",0.0206349206348979,0.0139559590960943,0.1392541604641547,-0.0067182565631612,0.047988097832957,0.3412787500406669,0.17000085194132142,0.16269297955218073
