term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(profession)[T.plumber],-0.0404761904762016,0.0108585229031503,0.0001933146564346,-0.0617585042916796,-0.0191938766607237,-0.0404761904762016,0.0078487811043069,2.509333105896191e-07,-0.0558595187631817,-0.0250928621892215,-0.0404761904847476,0.0114077097765179,0.0003879568961827,-0.0628348907928083,-0.018117490176687,converged (default),0.00028289949722136584,3.6721947891163767e-07,0.0005916342666786175
C(profession)[T.police officer],-0.051587301587356,0.0123900338532614,3.132513757486762e-05,-0.0758713217069805,-0.0273032814677315,-0.051587301587356,0.0092620761152421,2.551283232273916e-08,-0.0697406371952993,-0.0334339659794127,-0.0515873015958588,0.0114077097765179,6.121650894089749e-06,-0.0739460019039194,-0.0292286012877981,converged (default),4.946074353926466e-05,3.9250511265752555e-08,1.0669162986842134e-05
C(profession)[T.real estate agent],0.0166666666666621,0.0108587207956222,0.1248170789521092,-0.0046160350109336,0.0379493683442579,0.0166666666666621,0.0079807804377286,0.0367662308788293,0.0010246244401921,0.0323087088931322,0.0166666666581084,0.0114077097765179,0.1440153770870754,-0.0056920336499521,0.039025366966169,converged (default),0.14684362229659906,0.04411947705459516,0.175698760046232
C(profession)[T.registered nurse],0.0178571428571665,0.0111643693316159,0.1097148362818569,-0.0040246189429041,0.0397389046572372,0.0178571428571665,0.0086835700570777,0.0397412103634535,0.0008376582880636,0.0348766274262694,0.0178571428485841,0.0114077097765179,0.1174991325525882,-0.0045015574594764,0.0402158431566447,converged (default),0.13434469748798802,0.04675436513347471,0.146274430320569
C(profession)[T.social worker],-0.1543650793651134,0.0125673465984904,1.1173548485271475e-34,-0.1789966260793866,-0.1297335326508402,-0.1543650793651134,0.0098276366184513,1.3491947258221063e-55,-0.1736268931904251,-0.1351032655398017,-0.1543650793736352,0.0114077097765179,1.0172155508287259e-41,-0.1767237796816958,-0.1320063790655745,converged (default),5.586774242635737e-34,6.227052580717413e-55,5.640922600050207e-41
C(profession)[T.truck driver],-0.061111111111143,0.0110349247477917,3.059930842399508e-08,-0.0827391661889246,-0.0394830560333615,-0.061111111111143,0.0079907846288338,2.0460835660199323e-14,-0.0767727611918737,-0.0454494610304124,-0.0611111111196688,0.0114077097765179,8.461471647653132e-08,-0.0834698114277294,-0.0387524108116081,converged (default),5.9224467917409826e-08,4.1551469332011314e-14,1.7798267948511762e-07
C(profession)[T.veterinarian],0.0130952380952338,0.0109467917573155,0.2315940800099181,-0.0083600794953645,0.0345505556858322,0.0130952380952338,0.007729870044383,0.0902446785090729,-0.0020550287969319,0.0282455049873996,0.0130952380866791,0.0114077097765179,0.2509979762042645,-0.0092634622213814,0.0354539383947398,converged (default),0.2672239384729824,0.10412847520277642,0.2944399336242334
C(profession)[T.waiter],-0.0583333333333445,0.0107358995987531,5.5264395910051287e-08,-0.0793753098885386,-0.0372913567781503,-0.0583333333333445,0.0076750836852816,2.95327619986526e-14,-0.0733762209348275,-0.0432904457318614,-0.058333333341889,0.0114077097765179,3.162423761116352e-07,-0.0806920336499496,-0.0359746330338283,converged (default),1.0362074233134616e-07,5.716018451352116e-14,6.062466225395159e-07
C(response_condition)[T.B_optional],-0.1993915343915041,0.0029415282795356,0.0,-0.2051568238789001,-0.1936262449041081,-0.1993915343915041,0.0018507228406935,0.0,-0.2030188845046291,-0.1957641842783792,-0.1993915343915288,0.0029401551047935,0.0,-0.2051541325058857,-0.193628936277172,converged (default),0.0,0.0,0.0
C(topic)[T.economic redistribution],-0.0152777777777848,0.0026777952752931,1.1609955447272545e-08,-0.0205261600753309,-0.0100293954802387,-0.0152777777777848,0.0011716271609811,7.2652304505849e-39,-0.0175741248166168,-0.0129814307389529,-0.0152777777837094,0.0055005265330595,0.0054776837862646,-0.0260586116845131,-0.0044969438829057,converged (default),2.402059747711561e-08,3.1136701931078145e-38,0.007594061612775922
C(topic)[T.gender equality],0.1927777777777702,0.0036333925294631,0.0,0.1856564592783255,0.1998990962772148,0.1927777777777702,0.0033185287208134,0.0,0.186273581003314,0.1992819745522264,0.1927777777718653,0.0055005265330595,4.309124960516162e-269,0.1819969438710616,0.203558611672669,converged (default),0.0,0.0,3.7550946084497983e-268
C(topic)[T.immigration],-0.2237962962962972,0.0039207646592481,0.0,-0.2314808538202809,-0.2161117387723134,-0.2237962962962972,0.0053898434908196,0.0,-0.2343601954206113,-0.213232397171983,-0.2237962963022486,0.0055005265330595,0.0,-0.2345771302030523,-0.2130154624014449,converged (default),0.0,0.0,0.0
C(topic)[T.lgbtq rights],-0.1037037037037109,0.0046069578462582,3.295195402824678e-112,-0.1127331751606712,-0.0946742322467505,-0.1037037037037109,0.0049434869940712,1.0452401739652014e-97,-0.1133927601701326,-0.0940146472372891,-0.1037037037096418,0.0055005265330595,2.754770837060453e-79,-0.1144845376104455,-0.0929228698088381,converged (default),2.4713965521185086e-111,6.271441043791209e-97,1.8671224562298625e-78
C(topic)[T.religion and secularism],-1.067777777777772,0.0058777087004925,0.0,-1.079297875142355,-1.056257680413189,-1.067777777777772,0.00829855320911,0.0,-1.084042643191417,-1.051512912364127,-1.0677777777837945,0.0055005265330595,0.0,-1.0785586116845982,-1.0569969438829907,converged (default),0.0,0.0,0.0
C(topic)[T.trust in government],-1.246944444444451,0.0054287069322581,0.0,-1.2575845145143,-1.236304374374602,-1.246944444444451,0.0070109981938817,0.0,-1.2606857484001348,-1.2332031404887671,-1.2469444444504711,0.0055005265330595,0.0,-1.257725278351275,-1.2361636105496674,converged (default),0.0,0.0,0.0
Group Var,,,,,,,,,,,0.000257890973584,0.0051071281708887,0.9597269138373412,-0.0097518963057879,0.0102676782529559,converged (default),,,0.9722506082191896
Intercept,4.206759259258959,0.0103737550077964,0.0,4.186427073059236,4.227091445458682,4.206759259258959,0.0074475086587635,0.0,4.192162410513232,4.221356108004686,4.2067592592788206,0.0114053155798463,0.0,4.184405251510008,4.229113267047633,converged (default),0.0,0.0,0.0
