term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(country)[T.USA],-0.2105820105812829,0.01121499075417,1.1684444372188155e-78,-0.232562988546406,-0.1886010326161599,-0.2105820105812829,0.0148263312911443,8.7466967674442e-46,-0.2396410859347851,-0.1815229352277808,-0.2105820105879506,0.010535473078486,7.01843569941488e-89,-0.2312311583818745,-0.1899328627940267,converged (default),6.373333293920812e-78,2.2817469828115304e-45,4.2812457766430774e-88
C(gender)[T.male],-0.1140476190476606,0.0042968907871214,3.1857740190660138e-155,-0.1224693702359205,-0.1056258678594006,-0.1140476190476606,0.0037896541300648,5.724438574643767e-199,-0.1214752046564511,-0.10662003343887,-0.1140476190482678,0.004080371177738,6.53625878348619e-172,-0.1220449996001895,-0.106050238496346,converged (default),3.1857740190660136e-154,4.906661635408943e-198,5.695882654180822e-171
C(gender)[T.neutral],0.0868650793650645,0.003679590869895,3.2457195065291796e-123,0.0796532137822278,0.0940769449479012,0.0868650793650645,0.0029202257292749,1.9526353968180347e-194,0.0811415421089583,0.0925886166211707,0.0868650793644668,0.004080371177738,1.4502417423664282e-100,0.0788676988125451,0.0948624599163886,converged (default),2.1638130043527865e-122,1.464476547613526e-193,9.829416253816901e-100
C(profession)[T.administrative assistant],0.0551587301586918,0.0127301648529708,1.4714751712257255e-05,0.0302080655296113,0.0801093947877722,0.0551587301586918,0.0106037139341805,1.9733440231918794e-07,0.0343758327453323,0.0759416275720512,0.0551587301496177,0.0129032666205623,1.913191969110661e-05,0.0298687922903976,0.0804486680088378,converged (default),2.053221169152175e-05,2.8190628902741136e-07,2.7786835741845315e-05
C(profession)[T.architect],0.0900793650794062,0.0123975392488923,3.705439356891742e-13,0.0657806346546554,0.114378095504157,0.0900793650794062,0.0099602522973789,1.5120188734348446e-19,0.0705576292996111,0.1096011008592013,0.0900793650702541,0.0129032666205623,2.9281788535079226e-12,0.064789427211034,0.1153693029294742,converged (default),7.171818110113048e-13,2.8350353876903334e-19,5.761900324644622e-12
C(profession)[T.bank teller],0.0222222222222613,0.0130457361141282,0.0884915845154497,-0.0033469507132435,0.0477913951577661,0.0222222222222613,0.0107749344520126,0.0391696921957496,0.0011037387605366,0.0433407056839859,0.0222222222131107,0.0129032666205623,0.0850302573529283,-0.0030677156461093,0.0475121600723308,converged (default),0.10210567444090349,0.04434304776877314,0.09974703266401204
C(profession)[T.business manager],0.0369047619047964,0.0128515824572515,0.0040838368693781,0.0117161231442366,0.0620934006653561,0.0369047619047964,0.0102117450824456,0.0003015643062355,0.0168901093238989,0.0569194144856939,0.0369047618956507,0.0129032666205623,0.0042349408591429,0.0116148240364306,0.0621946997548707,converged (default),0.005213408769418852,0.00039334474726369564,0.005615899834950367
C(profession)[T.cashier],0.0130952380952349,0.0131531863302521,0.319447277376401,-0.0126845333940037,0.0388750095844736,0.0130952380952349,0.0113551760521631,0.2488120751762947,-0.0091604980051165,0.0353509741955863,0.0130952380861279,0.0129032666205623,0.3101641096431677,-0.0121946997730921,0.038385175945348,converged (default),0.34848793895607383,0.26658436626031573,0.3378573337184505
C(profession)[T.chef],0.1261904761905594,0.0124890670264261,5.299301932011805e-24,0.1017123546182574,0.1506685977628614,0.1261904761905594,0.009537248665152,5.785511666552226e-40,0.1074978122952587,0.1448831400858601,0.1261904761813694,0.0129032666205623,1.3757574128272742e-22,0.1009005383221494,0.1514804140405895,converged (default),1.324825483002951e-23,1.4463779166380564e-39,3.3568480872985486e-22
C(profession)[T.civil engineer],0.0559523809522529,0.0127889860347777,1.2140779798829808e-05,0.0308864289253029,0.081018332979203,0.0559523809522529,0.0104768042384896,9.264139851409925e-08,0.0354182219717367,0.0764865399327693,0.0559523809432709,0.0129032666205623,1.4490391052998445e-05,0.0306624430840508,0.081242318802491,converged (default),1.734397114118544e-05,1.3557277831331599e-07,2.209784635582263e-05
