term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(country)[T.USA],0.0101516542578916,0.0101585934690486,0.3176411952632686,-0.0097588230750275,0.0300621315908107,0.0101516542578916,0.0090764515015958,0.2633702842445773,-0.0076378637926608,0.027941172308444,0.0101516542313464,0.0102984276974863,0.3242568017872075,-0.0100328931531165,0.0303362016158095,converged (default),0.3230249443355274,0.26783418736736675,0.33524855777999424
C(gender)[T.male],-0.1841737536758449,0.004582109949958,0.0,-0.1931545241509653,-0.1751929832007245,-0.1841737536758449,0.0037371176748073,0.0,-0.1914983697244553,-0.1768491376272345,-0.1841737536512511,0.0040926541364221,0.0,-0.1921952083598174,-0.1761522989426849,converged (default),0.0,0.0,0.0
C(gender)[T.neutral],-0.147866309739897,0.0038607338135176,0.0,-0.1554332089682877,-0.1402994105115063,-0.147866309739897,0.0032157765972352,0.0,-0.1541691160528048,-0.1415635034269892,-0.1478663096960411,0.0040863269677022,1.0245617670403715e-286,-0.1558753633817922,-0.13985725601029,converged (default),0.0,0.0,7.812283473682832e-286
C(profession)[T.administrative assistant],-0.0349458566622203,0.0119408065183907,0.0034269925307185,-0.0583494073846274,-0.0115423059398132,-0.0349458566622203,0.0087063882744522,5.974445774165276e-05,-0.0520100641155686,-0.017881649208872,-0.0349458566593595,0.0130150908347693,0.0072524174589657,-0.0604549659510249,-0.0094367473676942,converged (default),0.003738537306238364,6.89359127788301e-05,0.008043590272671049
C(profession)[T.architect],0.1250751885257514,0.0122966804017227,2.658938249599549e-24,0.1009741378089754,0.1491762392425275,0.1250751885257514,0.0096122356752184,1.0445827016901115e-38,0.1062355527914121,0.1439148242600907,0.1250751885180605,0.0128212362543584,1.7505769003191421e-22,0.0999460272222387,0.1502043498138822,converged (default),6.647345623998873e-24,2.6114567542252783e-38,4.271407636778706e-22
C(profession)[T.bank teller],-0.0446129691124661,0.0124622041115949,0.0003437759015519,-0.0690384403391792,-0.0201874978857529,-0.0446129691124661,0.0093271013954096,1.7256518927727569e-06,-0.0628937519276222,-0.0263321862973099,-0.0446129691095323,0.0130637144692365,0.0006377512524938,-0.0702173789735508,-0.0190085592455138,converged (default),0.00041253108186228003,2.0707822713273082e-06,0.0007628005176886628
C(profession)[T.business manager],0.0821583387349451,0.0125040852923829,5.0139949840577136e-11,0.0576507819022575,0.1066658955676327,0.0821583387349451,0.0093238181845117,1.2330341622757911e-18,0.0638839908949025,0.1004326865749877,0.0821583387555679,0.0128881576142984,1.8330284303712996e-10,0.0568980140044672,0.1074186635066686,converged (default),7.916834185354285e-11,1.999514857744526e-18,2.867044468016648e-10
C(profession)[T.cashier],-0.154343791164081,0.0125665446285172,1.1299986313933219e-34,-0.1789737660460901,-0.1297138162820718,-0.154343791164081,0.0096298167347019,8.185988349243981e-58,-0.1732178851418179,-0.135469697186344,-0.1543437911590404,0.0131881835187717,1.227534955471342e-31,-0.1801921558773378,-0.128495426440743,converged (default),3.228567518266634e-34,2.4557965047731944e-57,3.403619649261448e-31
C(profession)[T.chef],0.0522217889953641,0.012233130207026,1.964551811835453e-05,0.0282452943714041,0.0761982836193241,0.0522217889953641,0.0100194037974524,1.8674957091395986e-07,0.0325841184057934,0.0718594595849348,0.0522217889880736,0.0130106177939363,5.975343046145881e-05,0.0267214466953424,0.0777221312808047,converged (default),2.5079384831941953e-05,2.38403707549736e-07,7.593665121143725e-05
C(profession)[T.civil engineer],0.0950294179943145,0.0123288037421086,1.2788608258165131e-14,0.0708654066873189,0.1191934293013101,0.0950294179943145,0.0090759305594664,1.180334941419017e-25,0.0772409209715738,0.1128179150170552,0.0950294180122989,0.0128232144572142,1.2560327426677672e-13,0.0698963795101256,0.1201624565144723,converged (default),2.256813222029141e-14,2.213128015160657e-25,2.321757494022236e-13
