subset,term,coef,se_hc3,p_hc3,se_cluster,p_cluster
original_10,"C(country)[T.France]:C(model, Treatment(reference=""llama""))[T.ministral]",0.005291005290774649,0.014244161153948536,0.7103017823810422,0.010092627406851304,0.6001084325825056
original_10,"C(country)[T.Germany]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0068783068785097,0.013864034294605422,0.6198055672368489,0.009596848746853308,0.4735434457914087
original_10,"C(country)[T.India]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.04867724867748403,0.014242096576850969,0.0006311952855845001,0.010569299995749456,4.114128368422829e-06
original_10,"C(country)[T.Japan]:C(model, Treatment(reference=""llama""))[T.ministral]",0.00952380952367229,0.01244253011382689,0.44401918494614057,0.010453092800610903,0.3622428541408179
original_10,"C(country)[T.Kenya]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.038624338624646135,0.013823440094674745,0.0052041300851937864,0.011302814004622073,0.0006326132596923704
original_10,"C(country)[T.Mexico]:C(model, Treatment(reference=""llama""))[T.ministral]",0.11375661375644963,0.014904553707897365,2.3053140156199596e-14,0.010906236494617614,1.8009283591714198e-25
original_10,"C(country)[T.USA]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.005820105820382171,0.014681122677815158,0.6917844040072463,0.011111631249781751,0.6004280846091662
original_10,"C(country)[T.China]:C(model, Treatment(reference=""llama""))[T.qwen]",0.07619047618992399,0.014915353006588375,3.2525729337527325e-07,0.012518824459091572,1.1571389137793391e-09
original_10,"C(country)[T.Egypt]:C(model, Treatment(reference=""llama""))[T.qwen]",0.030158730158406012,0.017994577028860193,0.0937401622198489,0.01428542656996338,0.03475910901232696
original_10,"C(country)[T.France]:C(model, Treatment(reference=""llama""))[T.qwen]",0.09894179894132625,0.01578344951003884,3.6406160535910516e-10,0.012224588568649502,5.789288866896762e-16
original_10,"C(country)[T.Germany]:C(model, Treatment(reference=""llama""))[T.qwen]",0.06137566137523926,0.015467771247550943,7.248727725940065e-05,0.011585938982128395,1.174460893753412e-07
original_10,"C(country)[T.India]:C(model, Treatment(reference=""llama""))[T.qwen]",0.07037037036987111,0.01628791660205268,1.5574421987060455e-05,0.011860060423902108,2.967418531053196e-09
original_10,"C(country)[T.Japan]:C(model, Treatment(reference=""llama""))[T.qwen]",0.09417989417943554,0.013958461460665043,1.507728454839962e-11,0.012677844205711069,1.0967062537481805e-13
original_10,"C(country)[T.Kenya]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.023280423280957824,0.015349555189939846,0.1293465102308558,0.012553333015554996,0.06366461780691783
original_10,"C(country)[T.Mexico]:C(model, Treatment(reference=""llama""))[T.qwen]",0.1264550264546359,0.015743109865992647,9.55806357776241e-16,0.012051260824616682,9.293321844395324e-26
original_10,"C(country)[T.USA]:C(model, Treatment(reference=""llama""))[T.qwen]",0.04973544973452488,0.016212418021971875,0.00215685679661853,0.012318220476789066,5.4011986749065576e-05
original_10,"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.04603174603174955,0.010948076767972343,2.616010645007168e-05,0.00748210332291281,7.639288651489358e-10
original_10,"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.gemma]",0.3701587301587308,0.009954985287385037,1.272773466739548e-302,0.006732343107607641,0.0
original_10,"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.055873015872997506,0.008065605551988892,4.288932660954811e-12,0.0053282007638575475,9.988174279855199e-26
original_10,"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.ministral]",0.29650793650798063,0.008146334487167256,4.62699171344372e-290,0.005734878354222909,0.0
original_10,"C(gender)[T.male]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.10396825396824413,0.009418358161150988,2.4806873067981596e-28,0.00711418097755284,2.27927458136053e-48
original_10,"C(gender)[T.neutral]:C(model, Treatment(reference=""llama""))[T.qwen]",0.17666666666668332,0.008924929529381972,3.3044756438459318e-87,0.006893452823512374,7.403626208483475e-145
original_10,"C(age)[T.45]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.035555555555555896,0.010594613539037831,0.0007907769113738947,0.007185448922490407,7.487523695939956e-07
original_10,"C(age)[T.65]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.1522222222222255,0.010648169861211672,2.3301111251708824e-46,0.007584616393317838,1.3537350028310495e-89
original_10,"C(age)[T.45]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.08412698412698862,0.008153417802960285,5.842608448478054e-25,0.005790283904810064,7.938079738558728e-48
original_10,"C(age)[T.65]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.19571428571429164,0.008146834286414547,1.5856431177475792e-127,0.005604204924683677,3.356839239839043e-267
original_10,"C(age)[T.45]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0420634920634891,0.009066622357759277,3.4945865708943357e-06,0.007182744168708295,4.736152988653958e-09
original_10,"C(age)[T.65]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.14904761904761538,0.00914408146419817,9.885274179246368e-60,0.0069970910435744075,1.1025125020266501e-100
added_10,Intercept,4.161798941798577,0.0179286435299995,0.0,0.011456771984884501,0.0
added_10,C(topic)[T.economic redistribution],-0.002592592592555987,0.004416235915321697,0.5571638462793995,0.0009800829257361784,0.008162363237238348
added_10,C(topic)[T.gender equality],0.386666666666734,0.008351534362414969,0.0,0.009385902579386598,0.0
added_10,C(topic)[T.immigration],-0.10962962962958477,0.006002681470161746,1.6176216318023077e-74,0.006067079499657732,5.5324857031632096e-73
added_10,C(topic)[T.lgbtq rights],-0.06999999999998517,0.00946910683722885,1.4413612731157461e-13,0.007987830389015068,1.8956435934993953e-18
added_10,C(topic)[T.religion and secularism],-0.9977777777776872,0.012361136690181119,0.0,0.013332344423433213,0.0
added_10,C(topic)[T.trust in government],-1.0014814814814834,0.009078629659268707,0.0,0.009966537959370457,0.0
added_10,C(profession)[T.administrative assistant],-0.033333333333319504,0.020436841008806696,0.10288158869838276,0.013470057267878631,0.013337633563411076
added_10,C(profession)[T.architect],-0.017460317460307746,0.021086067162352513,0.4076421963020759,0.013466304752355461,0.19477123713744304
added_10,C(profession)[T.bank teller],-0.014285714285703278,0.020820902050497567,0.49263510896277596,0.013579394054272689,0.2927930714533634
added_10,C(profession)[T.business manager],0.009523809523817352,0.021621243698834863,0.6595866779888748,0.014187389724878926,0.5020377488730927
added_10,C(profession)[T.cashier],-0.058730158730151236,0.020556912197971983,0.004277274148854267,0.01293498467288619,5.6144427326070986e-06
added_10,C(profession)[T.chef],0.011111111111123204,0.020153354603461165,0.5814087650829046,0.013226264430509681,0.4008639192538018
added_10,C(profession)[T.civil engineer],0.006349206349213896,0.021193751131323317,0.7644981756052114,0.012980128106912148,0.6247367765991203
added_10,C(profession)[T.computer programmer],-0.061904761904747564,0.021312695510066388,0.0036772786675100103,0.013780534794947596,7.049493707237938e-06
added_10,C(profession)[T.construction worker],-0.044444444444438985,0.0216175123554809,0.039787693033992974,0.013747896500829516,0.0012257571536441714
added_10,C(profession)[T.doctor],0.06349206349207481,0.022054340370924443,0.003990750060222546,0.012827889263984735,7.439169676944018e-07
added_10,C(profession)[T.electrician],-0.058730158730153866,0.02153565124451021,0.006389111664267358,0.013588626451465562,1.5461524612316814e-05
added_10,C(profession)[T.elementary school teacher],0.026984126984135912,0.021179950458613258,0.20264885734477878,0.012345758851648448,0.028837549859596162
added_10,C(profession)[T.farmer],-0.04920634920634332,0.021594645360357226,0.022688676595137996,0.01511561010265547,0.0011325935585184482
added_10,C(profession)[T.flight attendant],0.006349206349218561,0.020637019581704847,0.7583402887637428,0.013464984174103106,0.6372589949153857
added_10,C(profession)[T.hairdresser],-0.03650793650793271,0.020296652453083937,0.07206343734886288,0.01352047584977768,0.00692986106078169
added_10,C(profession)[T.janitor],-0.1936507936507484,0.02254767451276415,8.810897374030647e-18,0.014068810954394695,4.164931697986673e-43
added_10,C(profession)[T.journalist],-0.16190476190476044,0.02578092278591564,3.38525154286121e-10,0.015795111106243966,1.1796639941701688e-24
added_10,C(profession)[T.lawyer],-0.01904761904761672,0.024238425418937226,0.4319589372023911,0.016125955187785267,0.23753212857128825
added_10,C(profession)[T.mechanic],-0.08571428571428079,0.021434593519189752,6.364395958898825e-05,0.01301325362848586,4.4973569682212874e-11
added_10,C(profession)[T.paramedic],-0.061904761904750825,0.023074720196311578,0.007300955914856158,0.015218414723919374,4.746852757178322e-05
added_10,C(profession)[T.pharmacist],0.03650793650795091,0.02103280845724936,0.08260603645351282,0.012482443645954794,0.003447410854583059
added_10,C(profession)[T.plumber],-0.028571428571424265,0.020277635861993732,0.15883167364589257,0.012831609664388913,0.025971065917121894
added_10,C(profession)[T.police officer],-4.107572219209766e-15,0.023121473991668827,0.9999999999998582,0.01457468079352256,0.9999999999997752
added_10,C(profession)[T.real estate agent],0.019047619047631397,0.020434198409738515,0.35126202035939846,0.012917390311617101,0.14032771017020138
added_10,C(profession)[T.registered nurse],0.03174603174605404,0.021247665954886787,0.13515078720926155,0.013304789501944962,0.01702995249628684
added_10,C(profession)[T.social worker],-0.15079365079362295,0.02603833378646883,6.9878071221963685e-09,0.01661189816323226,1.1114974878770677e-19
added_10,C(profession)[T.truck driver],-0.046031746031746056,0.020695033523208402,0.02612897184397201,0.01370111597820995,0.0007802495248619199
added_10,C(profession)[T.veterinarian],0.02380952380954767,0.020879996709700817,0.25416007002629215,0.013130316867189143,0.06978180380460587
added_10,C(profession)[T.waiter],-0.06031746031749683,0.02077807183033632,0.0036967947256567246,0.013962904804386502,1.5614512344228668e-05
added_10,C(country)[T.Canada],0.05873015873037367,0.01284230427473848,4.803789568863642e-06,0.007859104106767894,7.845711360543738e-14
added_10,C(country)[T.Italy],0.07830687830695068,0.011887632042830129,4.4802870131556755e-11,0.007023745011644701,7.251471109966389e-29
added_10,C(country)[T.Morocco],-0.0037037037035958465,0.012818510269114954,0.7726318692077737,0.007843700314187423,0.6367923732010912
added_10,C(country)[T.Nigeria],-0.020634920634879497,0.013568607306352905,0.12831405565647339,0.009013847847767013,0.022065027806694764
added_10,C(country)[T.Pakistan],-0.06031746031734042,0.0142628235825202,2.347338537761039e-05,0.008702694840771836,4.181876718734172e-12
added_10,C(country)[T.Poland],-0.05291005290997189,0.011393957971999272,3.4223453033362703e-06,0.007426306939535659,1.0432355081695873e-12
added_10,C(country)[T.South Africa],-0.02645502645490533,0.011092569687459709,0.017082269990894832,0.007610829055242902,0.0005090059840753834
added_10,C(country)[T.South Korea],-0.016402116401997745,0.010953833003103012,0.1342928438337073,0.007372085273396628,0.026088281045559093
added_10,C(country)[T.Turkey],-0.08201058201041998,0.012969356189115095,2.558500049627218e-10,0.008830356548831892,1.5818241787582883e-20
added_10,C(gender)[T.male],-0.10396825396827378,0.006908836358159332,3.526646801481127e-51,0.004378405108476906,1.2173510944492553e-124
added_10,C(gender)[T.neutral],-0.32793650793653123,0.006815860799897955,0.0,0.004592021054736999,0.0
added_10,C(age)[T.45],0.01730158730159313,0.007005212625497898,0.013518250662637269,0.004615776283989725,0.00017799524531571866
added_10,C(age)[T.65],0.06936507936507667,0.007014587178383251,4.660860434187273e-23,0.0046977620796602535,2.442913168321935e-49
added_10,"C(model, Treatment(reference=""llama""))[T.gemma]",-0.050105820105198755,0.028705210013237482,0.08089256498498389,0.016901015624414917,0.003030144110533249
added_10,"C(model, Treatment(reference=""llama""))[T.ministral]",-0.04513227513173208,0.02163264516415841,0.036951090412727705,0.014886206602197423,0.0024308539730999064
added_10,"C(model, Treatment(reference=""llama""))[T.qwen]",-0.32259259259189865,0.02475682115530579,8.211874323680014e-39,0.018260200843298546,7.605821976002862e-70
added_10,"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.25444444444445846,0.010022649034839699,3.514900325612146e-142,0.008825943903444964,9.251653448128348e-183
added_10,"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.gemma]",0.5333333333332813,0.010550541719172073,0.0,0.010775780392281541,0.0
added_10,"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.gemma]",0.10370370370368756,0.00923802827883063,3.0482380047569844e-29,0.0087536800074512,2.2338094063636938e-32
added_10,"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.18111111111113204,0.020700002849252046,2.1462730118223676e-18,0.016473240628279068,4.072345054755396e-28
added_10,"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.gemma]",0.20444444444443546,0.016981547289654328,2.210576331737565e-33,0.010340201523995193,5.207936062732588e-87
added_10,"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.910000000000017,0.012530901312059046,0.0,0.010821200848923528,0.0
added_10,"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.9203703703703661,0.006661164881069245,0.0,0.005270159489190788,0.0
added_10,"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.3225925925925851,0.009576474185174048,9.28552444172412e-249,0.011348030712504202,9.33052769269033e-178
added_10,"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.6274074074074402,0.010130863799147766,0.0,0.009450555761465527,0.0
added_10,"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.4503703703703461,0.01389572076241694,1.938328418193682e-230,0.010401245615911676,0.0
added_10,"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.ministral]",0.051481481481472205,0.013404584338926974,0.00012274012205549327,0.013186339617255271,9.455612580541534e-05
added_10,"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.ministral]",0.06111111111110194,0.010289959907715703,2.8692921450334794e-09,0.01064033833976022,9.282551199225827e-09
added_10,"C(topic)[T.economic redistribution]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.501481481481484,0.010797104532563212,0.0,0.009973437662337749,0.0
added_10,"C(topic)[T.gender equality]:C(model, Treatment(reference=""llama""))[T.qwen]",0.012962962962970474,0.012352077725753278,0.29396826313515745,0.01350948254076431,0.33728401760552573
added_10,"C(topic)[T.immigration]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.525185185185218,0.010506789739204126,0.0,0.011666450674034134,0.0
added_10,"C(topic)[T.lgbtq rights]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.0007407407407452187,0.014810249348099038,0.9601101057362451,0.012019097323099914,0.9508572358247315
added_10,"C(topic)[T.religion and secularism]:C(model, Treatment(reference=""llama""))[T.qwen]",0.41518518518518743,0.01601669109666875,3.759722464032412e-148,0.014582194581729728,2.5985993131741585e-178
added_10,"C(topic)[T.trust in government]:C(model, Treatment(reference=""llama""))[T.qwen]",0.3070370370370224,0.011978247895552784,6.56194871138043e-145,0.013570043147779667,2.3995223856607963e-113
added_10,"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.gemma]",0.08888888888886119,0.03310064479764373,0.007244031623678467,0.020532812241934886,1.4971029493799841e-05
added_10,"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1253968253968024,0.033431135764464256,0.0001762014251446049,0.018961376556269807,3.759054526654195e-11
added_10,"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.gemma]",0.04603174603172383,0.033814227136514004,0.17341480538026344,0.020830085595733867,0.027114303225780633
added_10,"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.gemma]",0.030158730158708433,0.03407491985303835,0.3761182320818617,0.019848770797483064,0.12865540625341015
added_10,"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.gemma]",0.08095238095236561,0.034118252877846235,0.017658596755874872,0.01852333825073975,1.2408099024643661e-05
added_10,"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.gemma]",0.12539682539679764,0.033174553536176744,0.00015688508097107688,0.020910760339600404,2.0129236987734736e-09
added_10,"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.07301587301585503,0.034061471723469246,0.0320609432708963,0.018963202757496824,0.00011792616088523124
added_10,"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.10952380952379334,0.03347076243477591,0.0010670525372221268,0.0193811207748666,1.594646138588481e-08
added_10,"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.gemma]",0.009523809523793754,0.03553674283445948,0.7887001322072834,0.020136809726676287,0.6362451185578748
added_10,"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.gemma]",0.07142857142854966,0.034412557563977306,0.03792593992145245,0.018932874896021027,0.00016147283402413737
added_10,"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.gemma]",0.09365079365078124,0.034262576862120954,0.006269823304822757,0.018875792049692648,6.997851851717048e-07
added_10,"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.gemma]",0.12539682539680377,0.033710462025447356,0.00019936540643196595,0.019536331683059835,1.3749040518648635e-10
added_10,"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.07142857142855355,0.03938479145319866,0.06973810351376888,0.023823129941912984,0.002715022155696065
added_10,"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.gemma]",0.16984126984124293,0.03309432475759424,2.866244841641945e-07,0.02083898004590371,3.634072864499774e-16
added_10,"C(profession)[T.hairdresser]:C(model, Treatment(reference=""llama""))[T.gemma]",0.13492063492061385,0.03310061241102115,4.580191716731493e-05,0.019575910287504144,5.494502011284309e-12
added_10,"C(profession)[T.janitor]:C(model, Treatment(reference=""llama""))[T.gemma]",0.19047619047614484,0.03518701797234474,6.189034082379714e-08,0.019325410422556286,6.440639236026766e-23
added_10,"C(profession)[T.journalist]:C(model, Treatment(reference=""llama""))[T.gemma]",0.27301587301585717,0.0364754883663271,7.159430879235425e-14,0.024009013699607132,5.805520389522778e-30
added_10,"C(profession)[T.lawyer]:C(model, Treatment(reference=""llama""))[T.gemma]",0.09206349206347438,0.035461216270342856,0.009426827967931605,0.02078591646933433,9.461470237223822e-06
added_10,"C(profession)[T.mechanic]:C(model, Treatment(reference=""llama""))[T.gemma]",0.07460317460315725,0.034718874078275716,0.0316519523535375,0.020356980582306904,0.000247583626254523
added_10,"C(profession)[T.paramedic]:C(model, Treatment(reference=""llama""))[T.gemma]",0.17301587301584473,0.034323015560861744,4.635603896359887e-07,0.018791461376623835,3.348870006070466e-20
added_10,"C(profession)[T.pharmacist]:C(model, Treatment(reference=""llama""))[T.gemma]",0.03333333333330442,0.03336117776543141,0.3177145912653351,0.018207996647397567,0.06714571144401851
added_10,"C(profession)[T.plumber]:C(model, Treatment(reference=""llama""))[T.gemma]",0.046031746031729937,0.03395925526246365,0.17525853807576153,0.018065053489873077,0.010830826917172572
added_10,"C(profession)[T.police officer]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.06507936507936825,0.03714000303651082,0.07972715157391615,0.022811278334406253,0.004331586317797798
added_10,"C(profession)[T.real estate agent]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.004761904761933793,0.03435401612759785,0.889756164937069,0.02038179210951285,0.8152681721278537
added_10,"C(profession)[T.registered nurse]:C(model, Treatment(reference=""llama""))[T.gemma]",0.1253968253967869,0.033440642112914934,0.00017695233076183887,0.020591846668012864,1.1316856551549227e-09
added_10,"C(profession)[T.social worker]:C(model, Treatment(reference=""llama""))[T.gemma]",0.30158730158726904,0.03635491465532364,1.0800171267181386e-16,0.020937016631203613,4.847984164571896e-47
added_10,"C(profession)[T.truck driver]:C(model, Treatment(reference=""llama""))[T.gemma]",-0.025396825396844316,0.035173987416200626,0.47027338936378116,0.02154037690026197,0.23838484710196206
added_10,"C(profession)[T.veterinarian]:C(model, Treatment(reference=""llama""))[T.gemma]",0.06507936507933688,0.03303872846952541,0.048862414926172736,0.018100197067788943,0.0003237618086571514
added_10,"C(profession)[T.waiter]:C(model, Treatment(reference=""llama""))[T.gemma]",0.08888888888889515,0.03392573348763007,0.008790341943007892,0.019470781400473758,4.989111431677423e-06
added_10,"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.ministral]",0.06349206349201864,0.024384753489990325,0.00922071043789636,0.016306998236365642,9.878906580525623e-05
added_10,"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.ministral]",0.07460317460313375,0.02530140054314075,0.0031923868656940873,0.01660546850154426,7.033007249007911e-06
added_10,"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.015873015873060566,0.024897118402152692,0.5237703651419077,0.01578046274061757,0.3144804926759046
added_10,"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.ministral]",0.020634920634877395,0.025757599564399894,0.42306234803277265,0.017022441183470353,0.22542869505446206
added_10,"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.ministral]",0.015873015872975627,0.024704160212818,0.520533010480869,0.016776380382633717,0.34407075979277424
added_10,"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.ministral]",0.03968253968249831,0.024409327201406452,0.10401090522068368,0.016610652998039387,0.01689516148967497
added_10,"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.02222222222218622,0.025020260860076176,0.37444980497286506,0.01629201161357442,0.17256914239144905
added_10,"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.09841269841266029,0.025825241228736612,0.00013856404611683925,0.016631093448891767,3.2708660507313404e-09
added_10,"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.03968253968258315,0.02586529888612678,0.12498047541963304,0.01678346394075574,0.018060122605357828
added_10,"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.003174603174638177,0.02619961900171621,0.9035565264067572,0.016491905241146167,0.8473547749777066
added_10,"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.ministral]",0.020634920634880996,0.0252678902495374,0.4141307787728773,0.016465608966843223,0.21012808024739393
added_10,"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.ministral]",0.014285714285677577,0.02558720773921642,0.5766295067579903,0.015563382739162501,0.3586683530411455
added_10,"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.0206349206349632,0.025825578499000027,0.42428404868509795,0.016943414406360168,0.22327237924125676
added_10,"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.ministral]",0.06190476190471098,0.02514013524396465,0.013801535416340197,0.016548444951305454,0.00018342049578872833
added_10,"C(profession)[T.hairdresser]:C(model, Treatment(reference=""llama""))[T.ministral]",0.04761904761900683,0.02428456017355465,0.049893314710655084,0.017003186801937843,0.005100841979812459
added_10,"C(profession)[T.janitor]:C(model, Treatment(reference=""llama""))[T.ministral]",0.08888888888882551,0.026975253548567706,0.0009835122138075005,0.017722686636103893,5.288401929929159e-07
added_10,"C(profession)[T.journalist]:C(model, Treatment(reference=""llama""))[T.ministral]",0.22222222222219667,0.03030541270631213,2.2546581146352306e-13,0.02113089567010648,7.254821389898269e-26
added_10,"C(profession)[T.lawyer]:C(model, Treatment(reference=""llama""))[T.ministral]",0.057142857142821954,0.028084297482890583,0.04188201086986196,0.019065596654880463,0.002724976378262873
added_10,"C(profession)[T.mechanic]:C(model, Treatment(reference=""llama""))[T.ministral]",0.014285714285679457,0.025569667991185985,0.5763680602608242,0.016540129095285,0.38775255464305125
added_10,"C(profession)[T.paramedic]:C(model, Treatment(reference=""llama""))[T.ministral]",0.09841269841265485,0.026615641567659297,0.00021768928999425194,0.01763533648773626,2.3992957687895082e-08
added_10,"C(profession)[T.pharmacist]:C(model, Treatment(reference=""llama""))[T.ministral]",0.004761904761857644,0.02498729594174175,0.8488601198800356,0.01577868338116761,0.762809453431597
added_10,"C(profession)[T.plumber]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.031746031746064836,0.02438577010431405,0.1929758428735362,0.015587598660149748,0.041688030419641295
added_10,"C(profession)[T.police officer]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.057142857142888595,0.026594048981342086,0.03165752029879033,0.017591339154432877,0.001160756828636304
added_10,"C(profession)[T.real estate agent]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.011111111111159165,0.024756622353645997,0.6535660598676505,0.016392976800861034,0.4979003896955875
added_10,"C(profession)[T.registered nurse]:C(model, Treatment(reference=""llama""))[T.ministral]",0.0222222222221498,0.025416764966635568,0.38194751757893186,0.01597591971711198,0.16423078145330483
added_10,"C(profession)[T.social worker]:C(model, Treatment(reference=""llama""))[T.ministral]",0.2666666666666196,0.030485672092841712,2.1855965199315406e-18,0.02045271811426004,7.418610375118133e-39
added_10,"C(profession)[T.truck driver]:C(model, Treatment(reference=""llama""))[T.ministral]",-0.055555555555585404,0.025377303570477815,0.028583558944716023,0.01619902774640523,0.0006045582806033616
added_10,"C(profession)[T.veterinarian]:C(model, Treatment(reference=""llama""))[T.ministral]",0.04444444444437906,0.025121568597237767,0.0768647192119743,0.015929395633874653,0.0052693422594395235
added_10,"C(profession)[T.waiter]:C(model, Treatment(reference=""llama""))[T.ministral]",0.044444444444394826,0.02466421066012135,0.07154836013484915,0.017373182886460174,0.010520915130540012
added_10,"C(profession)[T.administrative assistant]:C(model, Treatment(reference=""llama""))[T.qwen]",0.006349206349166525,0.0271570248000753,0.8151432813374767,0.019192830599062197,0.7407869812528756
added_10,"C(profession)[T.architect]:C(model, Treatment(reference=""llama""))[T.qwen]",0.14603174603170543,0.028315819851281464,2.5060386204946144e-07,0.019605472587734388,9.43934381220314e-14
added_10,"C(profession)[T.bank teller]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.015873015873056263,0.02782843152664894,0.5684142628375148,0.020763336907161683,0.4445852652626028
added_10,"C(profession)[T.business manager]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0761904761904383,0.028853429566127634,0.008275843329752943,0.021704934489378838,0.00044762894731354937
added_10,"C(profession)[T.cashier]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.07777777777780351,0.027512853267400928,0.004699197279199052,0.01972853572815543,8.067031417441557e-05
added_10,"C(profession)[T.chef]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0333333333332953,0.027165273776243812,0.21980125117635485,0.020435254718618737,0.10285487790152599
added_10,"C(profession)[T.civil engineer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.09206349206346183,0.028319515625832462,0.0011504633288769274,0.020648437076285598,8.248980283855249e-06
added_10,"C(profession)[T.computer programmer]:C(model, Treatment(reference=""llama""))[T.qwen]",0.10317460317456842,0.02751026202303498,0.00017654972390773345,0.020097488166645174,2.840911920622125e-07
added_10,"C(profession)[T.construction worker]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.06984126984129711,0.029163154087320797,0.016627336485403307,0.020817267314487613,0.0007937410844463521
added_10,"C(profession)[T.doctor]:C(model, Treatment(reference=""llama""))[T.qwen]",0.20317460317456873,0.030153511294770792,1.6057262616661163e-11,0.02055371442555806,4.833150058314995e-23
added_10,"C(profession)[T.electrician]:C(model, Treatment(reference=""llama""))[T.qwen]",0.00793650793647425,0.028006083479328717,0.7768816169391359,0.0203261906444765,0.6961984816890847
added_10,"C(profession)[T.elementary school teacher]:C(model, Treatment(reference=""llama""))[T.qwen]",0.12380952380948972,0.028368225438873518,1.274877513120412e-05,0.01984267776851737,4.388111521726754e-10
added_10,"C(profession)[T.farmer]:C(model, Treatment(reference=""llama""))[T.qwen]",-0.012698412698442602,0.029518923262729303,0.66706563858642,0.02180062254450383,0.5602438392183722
added_10,"C(profession)[T.flight attendant]:C(model, Treatment(reference=""llama""))[T.qwen]",0.0650793650793243,0.027320246078107166,0.017214552552854364,0.01981005862430613,0.0010192168199287825
