model,topic,term,coef,se_hc3,p_hc3,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster
llama,religion and secularism,C(profession)[T.real estate agent],0.03888888888889094,0.040294677617273886,0.33448856815087735,0.04009644762081098,0.33210449168914735,-0.039698704355895315,0.1174764821336772
llama,religion and secularism,C(profession)[T.registered nurse],4.884981308350689e-15,0.03949717269495893,0.9999999999999013,0.03930286603049124,0.9999999999999009,-0.07703220190896067,0.07703220190897044
llama,religion and secularism,C(profession)[T.social worker],-0.44444444444444586,0.04415636302556939,7.86941979547871e-24,0.04393913543612153,4.74007162103191e-24,-0.5305635674110717,-0.35832532147782004
llama,religion and secularism,C(profession)[T.truck driver],0.09444444444444033,0.04129171029853303,0.02218126326031154,0.04108857539163108,0.021530091254671705,0.013912316500784672,0.174976572388096
llama,religion and secularism,C(profession)[T.veterinarian],-0.016666666666668706,0.03989470329900167,0.6761179176921892,0.039698440979472505,0.6746083557149104,-0.0944741812288238,0.06114084789548639
llama,religion and secularism,C(profession)[T.waiter],0.005555555555554648,0.04013522431309883,0.8899077470322959,0.0399377787484715,0.889366962681407,-0.07272105241397865,0.08383216352508795
llama,religion and secularism,C(age)[T.45],0.07388888888889024,0.013196310322256056,2.1533306598570136e-08,0.013131390965576565,1.8348794549426196e-08,0.048151835529445526,0.09962594224833496
llama,religion and secularism,C(age)[T.65],0.2283333333333351,0.013344803780314081,1.2439938584114154e-65,0.01327915390885184,2.9010474177377245e-66,0.20230666992682123,0.254359996739849
llama,trust in government,Intercept,3.2190740740740704,0.031177647098893767,0.0,0.031024268408714847,0.0,3.1582676253462854,3.2798805228018555
llama,trust in government,C(gender)[T.male],0.12388888888889119,0.011467952567800473,3.329486155714153e-27,0.011411535881245525,1.8581225540935596e-27,0.10152268955336341,0.14625508822441896
llama,trust in government,C(gender)[T.neutral],-0.35777777777777664,0.011454669936891426,3.655992954293269e-214,0.011398318594347982,2.8910149277686527e-216,-0.3801180717070119,-0.3354374838485414
llama,trust in government,C(country)[T.Brazil],0.1444444444444424,0.028522156697600484,4.0992737927638414e-07,0.028381841714192352,3.5933843902919187e-07,0.08881705686970884,0.20007183201917597
llama,trust in government,C(country)[T.Canada],0.31481481481481866,0.031394830399024645,1.152841945917446e-23,0.031240383273822524,6.970117816117797e-24,0.253584788734899,0.37604484089473833
llama,trust in government,C(country)[T.China],-0.4259259259259186,0.029344460593265297,9.779020672423626e-48,0.029200100279109468,3.425441659182134e-48,-0.48315707081793113,-0.36869478103390607
llama,trust in government,C(country)[T.Egypt],-0.751851851851848,0.030187971739052168,6.457933205574706e-137,0.030039461764908217,2.970637879669084e-138,-0.8107281150260361,-0.6929755886776598
llama,trust in government,C(country)[T.France],0.35925925925926483,0.02922271871870987,9.77569070984554e-35,0.029078957314703766,4.5996523700071693e-35,0.3022655502144679,0.4162529683040618
llama,trust in government,C(country)[T.Germany],0.40740740740740633,0.029441509241474612,1.5062973793351953e-43,0.029296671495699415,5.802810089197607e-44,0.3499869864089343,0.4648278284058784
llama,trust in government,C(country)[T.India],0.02222222222222802,0.027648456302424414,0.42154606238602577,0.027512439495264926,0.41925441215109505,-0.03170116831532858,0.07614561275978463
llama,trust in government,C(country)[T.Italy],0.4333333333333446,0.029619174460796358,1.8035606104894633e-48,0.029473462689520943,6.213099820710796e-49,0.37556640796219853,0.4911002587044907
llama,trust in government,C(country)[T.Japan],0.08888888888888773,0.027765996951338703,0.0013678160391012346,0.027629401901993537,0.0012945523322493286,0.03473625624659793,0.14304152153117752
llama,trust in government,C(country)[T.Kenya],-0.059259259259260795,0.027042748634391562,0.0284287953142269,0.026909711611063456,0.02765461530241743,-0.11200132485130448,-0.0065171936672171055
llama,trust in government,C(country)[T.Mexico],-0.2370370370370333,0.029421966615055164,7.853262547325531e-16,0.029277225009390482,5.665854368242975e-16,-0.294419343622714,-0.1796547304513526
llama,trust in government,C(country)[T.Morocco],-0.18148148148148374,0.02647693615842836,7.165085413571697e-12,0.02634668265420848,5.649878936107271e-12,-0.23312003059583852,-0.12984293236712896
llama,trust in government,C(country)[T.Nigeria],-0.20370370370370308,0.027320692083626537,8.917330544951913e-14,0.027186287715224248,6.737638032354893e-14,-0.25698784849888634,-0.15041955890851985
llama,trust in government,C(country)[T.Pakistan],-0.3111111111111099,0.027869100740158585,6.166000093263767e-29,0.027731998470880186,3.308765747373733e-29,-0.3654648293333549,-0.2567573928888649
llama,trust in government,C(country)[T.Poland],-0.07407407407407371,0.026996242486838667,0.0060720303246957485,0.02686343425088431,0.005825745597319608,-0.12672543770686667,-0.02142271044128074
llama,trust in government,C(country)[T.South Africa],-0.1592592592592591,0.02743708730287178,6.4548728405813854e-09,0.0273021103272354,5.436729031263911e-09,-0.21277041220257956,-0.10574810631593864
llama,trust in government,C(country)[T.South Korea],0.08888888888888803,0.029534028537669853,0.0026149642444294988,0.02938873564245945,0.002489700210434619,0.031288025478498904,0.14648975229927716
llama,trust in government,C(country)[T.Turkey],-0.3037037037037035,0.028418687179967293,1.1740017717567748e-26,0.028278881215698357,6.633544122390109e-27,-0.3591292924095585,-0.24827811499784844
llama,trust in government,C(country)[T.USA],0.26296296296296395,0.0348126713592029,4.232052799138411e-14,0.034641410137411385,3.1744463780890195e-14,0.1950670467199569,0.330858879205971
llama,trust in government,C(profession)[T.administrative assistant],-0.19444444444443976,0.03177886963084921,9.435905703823042e-10,0.031622533221500396,7.801204037169717e-10,-0.2564234706585019,-0.1324654182303776
llama,trust in government,C(profession)[T.architect],-0.11666666666666403,0.031991497005992256,0.0002655239987153948,0.031834114574530684,0.00024750145209645545,-0.1790603847124658,-0.054272948620862266
llama,trust in government,C(profession)[T.bank teller],-0.04999999999999627,0.032802834596933145,0.12744414549834565,0.03264146078354932,0.12557323011140412,-0.1139760875385295,0.013976087538536963
llama,trust in government,C(profession)[T.business manager],-0.04444444444445147,0.032437018132747054,0.1706317691762329,0.03227744395645441,0.16852753468041815,-0.10770707211211214,0.01881818322320921
llama,trust in government,C(profession)[T.cashier],-0.2500000000000018,0.032454086690027695,1.3271068174261592e-14,0.03229442854482767,9.842600673234574e-15,-0.31329591684916624,-0.18670408315083728
llama,trust in government,C(profession)[T.chef],-0.18333333333333623,0.03279501433219777,2.2670292786992583e-08,0.032633678990670295,1.9327215395297383e-08,-0.24729416883809144,-0.11937249782858103
llama,trust in government,C(profession)[T.civil engineer],-0.005555555555556646,0.03245785852817008,0.8640962995367396,0.03229818182738131,0.8634309987769043,-0.06885882870335008,0.05774771759223679
llama,trust in government,C(profession)[T.computer programmer],-0.33333333333333287,0.0336200817363557,3.5930125758987844e-23,0.03345468746897823,2.196724838393581e-23,-0.3989033158865737,-0.26776335078009206
llama,trust in government,C(profession)[T.construction worker],-0.26666666666666705,0.03526074051647783,3.9476466163370195e-14,0.03508727501479822,2.9591061905641944e-14,-0.33543646201132366,-0.19789687132201045
llama,trust in government,C(profession)[T.doctor],0.07777777777777649,0.03451011368462904,0.02421078903094012,0.034340340897794856,0.02351820965171638,0.010471946401270707,0.14508360915428226
llama,trust in government,C(profession)[T.electrician],-0.2055555555555506,0.03354439753816134,8.906583922323035e-10,0.03337937559981642,7.359470614791891e-10,-0.27097792955762584,-0.14013318155347537
llama,trust in government,C(profession)[T.elementary school teacher],-0.05000000000000081,0.03292345705106807,0.12884456056668273,0.03276148983453347,0.12696451514604823,-0.1142113401555615,0.014211340155559887
llama,trust in government,C(profession)[T.farmer],-0.2611111111111051,0.03291141469966824,2.126168101530341e-15,0.032749506725579754,1.5489520304472172e-15,-0.32529896480469367,-0.19692325741751648
llama,trust in government,C(profession)[T.flight attendant],-0.15555555555556155,0.03302475717088594,2.4738764036448574e-06,0.03286229160758252,2.206181395145982e-06,-0.21996446355587618,-0.09114664755524694
llama,trust in government,C(profession)[T.hairdresser],-0.283333333333333,0.03241256750126714,2.3010625437728164e-18,0.03225311361005595,1.5680807478070094e-18,-0.3465482743983213,-0.22011839226834468
llama,trust in government,C(profession)[T.janitor],-0.7000000000000046,0.03485685444097242,1.0575410940085221e-89,0.034685375860148034,1.4260212301711054e-90,-0.7679820874761297,-0.6320179125238795
llama,trust in government,C(profession)[T.journalist],-0.8388888888888886,0.04008576194929702,3.0179694843521784e-97,0.03988855971517196,3.4271786576934346e-98,-0.9170690293258009,-0.7607087484519762
llama,trust in government,C(profession)[T.lawyer],-0.166666666666664,0.03953533135372782,2.4907242575954167e-05,0.03934083696742484,2.270511943024451e-05,-0.24377329024447864,-0.08956004308884935
llama,trust in government,C(profession)[T.mechanic],-0.3666666666666676,0.033065683963545686,1.4180253990852839e-28,0.032903017060550634,7.671912797875099e-29,-0.4311553950880538,-0.3021779382452814
llama,trust in government,C(profession)[T.paramedic],-0.39444444444444643,0.03761288722267929,9.917897177044205e-26,0.037427850316019314,5.722739522665562e-26,-0.4678016830826004,-0.32108720580629246
llama,trust in government,C(profession)[T.pharmacist],0.08888888888888768,0.03347463784253142,0.007921206179263575,0.03330995908758027,0.007618217874379341,0.02360256875072768,0.15417520902704768
llama,trust in government,C(profession)[T.plumber],-0.12777777777778082,0.03293195488312382,0.00010443308748618554,0.032769945861434925,9.649638032039464e-05,-0.1920056914415207,-0.06354986411404097
llama,trust in government,C(profession)[T.police officer],-0.016666666666663055,0.040415681785229675,0.6800600530545347,0.040216856507770564,0.6785665990646556,-0.09549025699330865,0.062156923659982544
llama,trust in government,C(profession)[T.real estate agent],-0.005555555555551888,0.032262403048122106,0.8632810349705197,0.032103687892167665,0.8626118233524858,-0.06847762759511511,0.05736651648401134
llama,trust in government,C(profession)[T.registered nurse],-0.04444444444443896,0.03256060721542451,0.1722606218462639,0.03240042504162746,0.1701493375887061,-0.10794811060981846,0.019059221720940545
llama,trust in government,C(profession)[T.social worker],-0.7833333333333344,0.04292701122136128,2.1451117419439274e-74,0.04271583143817872,4.098234486372382e-75,-0.8670548245218486,-0.6996118421448203
llama,trust in government,C(profession)[T.truck driver],-0.26111111111111485,0.032624995846228896,1.2102336496683e-15,0.03246449691203526,8.768379364571335e-16,-0.3247403558349158,-0.19748186638731394
llama,trust in government,C(profession)[T.veterinarian],-0.0333333333333345,0.03235226102348436,0.3028576122981548,0.03219310381048441,0.30047353759725315,-0.0964306573524431,0.029763990685774115
llama,trust in government,C(profession)[T.waiter],-0.349999999999999,0.03244097165031437,3.887232304544543e-27,0.0322813780246593,2.172695510096838e-27,-0.413270338299654,-0.286729661700344
llama,trust in government,C(age)[T.45],0.03111111111111215,0.011090182095965646,0.005027225312840895,0.011035623854339992,0.004815057422133519,0.009481685809674671,0.05274053641254963
llama,trust in government,C(age)[T.65],0.30000000000000104,0.011478411693077792,1.4210887481079637e-150,0.011421943552770356,4.788609763639555e-152,0.2776134020031217,0.3223865979968804
gemma,climate change,Intercept,4.014259259259261,0.013956674223805933,0.0,0.013888014250689999,0.0,3.98703925151113,4.041479267007393
gemma,climate change,C(gender)[T.male],-0.11833333333333346,0.0072668054564690564,1.2801374315551615e-59,0.007231056347526579,3.422780106067346e-60,-0.1325059433446653,-0.10416072332200162
gemma,climate change,C(gender)[T.neutral],-0.023333333333332013,0.00637182956484999,0.00025030087013130995,0.006340483297134281,0.0002331827781832405,-0.03576045224029298,-0.010906214426371049
gemma,climate change,C(country)[T.Brazil],0.0111111111111035,0.012090334538842628,0.35809151985823584,0.012030856039086046,0.3557200496942694,-0.01246893342869136,0.03469115565089836
gemma,climate change,C(country)[T.Canada],0.014814814814806534,0.013635444212066387,0.2772609321029891,0.01356836453262167,0.27489268746817386,-0.011778690998242584,0.041408320627855655
gemma,climate change,C(country)[T.China],-0.007407407407404818,0.011396018797431146,0.5156924943027767,0.011339955989649389,0.5136189286817672,-0.029633312733386888,0.01481849791857725
gemma,climate change,C(country)[T.Egypt],0.0037037037037055786,0.011882178708968502,0.7552666985334033,0.011823724233521288,0.7540957399199884,-0.019470369957129603,0.02687777736454076
gemma,climate change,C(country)[T.France],-0.0185185185185263,0.012285480422881245,0.13172097599141422,0.012225041901350674,0.12982254149218572,-0.04247916035466669,0.0054421233176140844
gemma,climate change,C(country)[T.Germany],-0.037037037037043766,0.015210314876797967,0.014892005317928227,0.015135487608222878,0.014403766654182039,-0.0667020476376129,-0.007372026436474641
gemma,climate change,C(country)[T.India],0.04814814814815383,0.015340913293074047,0.0016978880837139486,0.015265443544521381,0.0016101513648256569,0.01822842859286246,0.0780678677034452
gemma,climate change,C(country)[T.Italy],-0.07037037037037149,0.01672421417231084,2.5799025145627562e-05,0.016641939263756518,2.3525890174235328e-05,-0.10298797196023729,-0.03775276878050569
gemma,climate change,C(country)[T.Japan],-0.007407407407413788,0.011817899071595526,0.5307932132215274,0.011759760820350702,0.5287636813911194,-0.030456115082106362,0.015641300267278786
gemma,climate change,C(country)[T.Kenya],0.22962962962962752,0.024207167932641206,2.4002871829227596e-21,0.02408808057179278,1.5292728421851349e-21,0.18241785925221468,0.2768414000070404
gemma,climate change,C(country)[T.Mexico],0.02222222222222298,0.012371852146824616,0.07246398184267579,0.012310988718890463,0.0710634007758819,-0.0019068722808812284,0.04635131672532719
gemma,climate change,C(country)[T.Morocco],0.014814814814812508,0.012164040880942233,0.22325480803637576,0.012104199782232134,0.22097484601054962,-0.00890898082004004,0.038538610449665056
gemma,climate change,C(country)[T.Nigeria],0.07037037037036876,0.016402611875214832,1.7851792248886258e-05,0.0163219190917936,1.6222196160638397e-05,0.0383799967918766,0.10236074394886094
gemma,climate change,C(country)[T.Pakistan],0.02222222222222177,0.012709025529755575,0.08037080070701828,0.012646503374603418,0.07888660196497892,-0.0025644689223651845,0.04700891336680872
gemma,climate change,C(country)[T.Poland],-0.10000000000000062,0.018374321206581664,5.25739900711386e-08,0.018283928582960778,4.5185694938737175e-08,-0.1358358415185062,-0.06416415848149502
gemma,climate change,C(country)[T.South Africa],0.11481481481481447,0.020057014505926802,1.0378648557729127e-08,0.01995834385884212,8.781754568665611e-09,0.07569717966041775,0.15393244996921118
gemma,climate change,C(country)[T.South Korea],-0.011111111111112414,0.011767807828595937,0.34506975807648155,0.01170991600163119,0.34269007407061614,-0.03406212473629882,0.011839902514073991
gemma,climate change,C(country)[T.Turkey],-0.02592592592592802,0.01319000529905432,0.04934788854365658,0.013125116959988926,0.04823512949693877,-0.05165068246038215,-0.0002011693914738856
gemma,climate change,C(country)[T.USA],-0.1814814814814835,0.023237321329774206,5.722701443234189e-15,0.023123005137229834,4.209590673859023e-15,-0.22680173876478862,-0.13616122419817836
gemma,climate change,C(profession)[T.administrative assistant],0.011111111111115068,0.012704524506725894,0.3818029851050784,0.012642024494394265,0.379453963848126,-0.013666801589570877,0.035889023811801014
gemma,climate change,C(profession)[T.architect],0.14444444444444932,0.02369583280062356,1.0890910549578645e-09,0.02357926095714497,9.016643009442803e-10,0.09822994218637374,0.1906589467025249
gemma,climate change,C(profession)[T.bank teller],-0.011111111111110183,0.015166334289946886,0.463792189009545,0.01509172338422947,0.46158543197725477,-0.04069034540884089,0.01846812318662052
gemma,climate change,C(profession)[T.business manager],0.022222222222212047,0.013760500634286089,0.10632621774414527,0.013692805738748806,0.10460816368690486,-0.00461518387303898,0.04905962831746308
gemma,climate change,C(profession)[T.cashier],-0.016666666666669494,0.01582321625591577,0.2922014056209673,0.015745373813988457,0.2898220961640152,-0.04752703226520694,0.014193698931867949
gemma,climate change,C(profession)[T.chef],0.027777777777771257,0.01319077625198251,0.03521750519338738,0.013125884120208424,0.03432273796836924,0.0020515176369165326,0.053504037918625985
gemma,climate change,C(profession)[T.civil engineer],0.24444444444444002,0.029382681446387386,8.845631770292e-17,0.029238133104432327,6.247051682504743e-17,0.1871387565845644,0.3017501323043157
gemma,climate change,C(profession)[T.computer programmer],0.02777777777777586,0.013190776251982535,0.03521750519335736,0.013125884120208533,0.03432273796834094,0.0020515176369209215,0.0535040379186308
gemma,climate change,C(profession)[T.construction worker],-0.01666666666667016,0.02119694199002194,0.4317052596645873,0.02109266346034628,0.4294319049327354,-0.05800752738697286,0.02467419405363254
gemma,climate change,C(profession)[T.doctor],0.08888888888888671,0.019552362238802697,5.4623934478226935e-06,0.019456174232678883,4.9082293228144325e-06,0.05075548811589988,0.12702228966187354
gemma,climate change,C(profession)[T.electrician],-0.005555555555551761,0.015644261363558946,0.7225013479977436,0.015567299291689585,0.721186558501649,-0.03606690150381924,0.02495579039271572
gemma,climate change,C(profession)[T.elementary school teacher],0.05555555555555269,0.016465582102587497,0.0007407322868535375,0.01638457953661757,0.000697087522454988,0.023442369761950285,0.08766874134915509
gemma,climate change,C(profession)[T.farmer],0.6222222222222233,0.03668895763653649,1.6404760547145203e-64,0.03650846600904104,3.924387833782955e-65,0.5506669437136982,0.6937775007307485
gemma,climate change,C(profession)[T.flight attendant],0.01666666666665705,0.012114028176205171,0.16887878866120165,0.012054433115406361,0.16678226962848297,-0.006959588093586381,0.04029292142690048
gemma,climate change,C(profession)[T.hairdresser],0.016666666666664165,0.01211402817620513,0.16887878866101835,0.01205443311540633,0.16678226962830067,-0.006959588093579203,0.04029292142690753
gemma,climate change,C(profession)[T.janitor],-0.06666666666667505,0.020668092748397187,0.0012571599413212168,0.02056641589689567,0.0011888966547632233,-0.1069761011156626,-0.0263572322176875
gemma,climate change,C(profession)[T.journalist],0.12222222222222068,0.022256491875728503,3.98463640946897e-08,0.022147000881714472,3.415545033148572e-08,0.0788148981284835,0.16562954631595786
gemma,climate change,C(profession)[T.lawyer],0.016666666666669282,0.012114028176205187,0.16887878866088946,0.012054433115406429,0.16678226962817388,-0.0069595880935742795,0.04029292142691285
gemma,climate change,C(profession)[T.mechanic],-0.03333333333333499,0.01969080817342178,0.0904864523402002,0.019593939081388855,0.08890424830724875,-0.07173674824812898,0.005070081581458996
gemma,climate change,C(profession)[T.paramedic],0.05555555555555057,0.016213344395823556,0.00061134003603158,0.016133582715317438,0.0005742940549382346,0.02393431449193046,0.08717679661917069
gemma,climate change,C(profession)[T.pharmacist],0.022222222222219035,0.012638277503294519,0.07869191773264457,0.012576103393638577,0.07722493212706812,-0.0024264874951645254,0.046870931939602595
gemma,climate change,C(profession)[T.plumber],-0.01111111111111646,0.01729879682188232,0.5206748900629414,0.017213695249278724,0.5186156066283099,-0.04484933384055098,0.022627111618318065
gemma,climate change,C(profession)[T.police officer],-0.011111111111107297,0.01529646132588525,0.4676031426994751,0.015221210259149088,0.46540513872960354,-0.040944135020151096,0.0187219127979365
gemma,climate change,C(profession)[T.real estate agent],0.011111111111113518,0.013821369772851828,0.42145005183997875,0.013753375431088649,0.41915823542334985,-0.015845009399678273,0.03806723162190531
gemma,climate change,C(profession)[T.registered nurse],0.01666666666667327,0.012114028176205155,0.16887878866078632,0.012054433115406292,0.16678226962806764,-0.006959588093570026,0.04029292142691657
gemma,climate change,C(profession)[T.social worker],0.10555555555555288,0.021187039164437847,6.290393361863659e-07,0.02108280935179359,5.536766089424243e-07,0.0642340085331132,0.14687710257799255
gemma,climate change,C(profession)[T.truck driver],-0.08333333333334014,0.02214094634760362,0.00016737374545870953,0.022032023780761377,0.00015534031261465694,-0.12651530645016243,-0.04015136021651785
gemma,climate change,C(profession)[T.veterinarian],0.04999999999999706,0.01550803231219788,0.0012635352659180982,0.015431740420262165,0.001194981645090805,0.01975434455751222,0.0802456554424819
gemma,climate change,C(profession)[T.waiter],-0.005555555555558422,0.014483305879549551,0.7012872534683634,0.014412055137689677,0.6998819992471197,-0.033802664568635635,0.022691553457518793
gemma,climate change,C(age)[T.45],0.03055555555555642,0.006358325346065387,1.5428963987462792e-06,0.006327045512464519,1.369752906232515e-06,0.018154774222580192,0.04295633688853265
gemma,climate change,C(age)[T.65],0.004444444444445401,0.0067900556099681885,0.512756240369483,0.006756651875799095,0.5106743739097426,-0.008798349888195825,0.017687238777086625
gemma,economic redistribution,Intercept,3.8242592592592626,0.030254979937455146,0.0,0.030106140315934636,0.0,3.7652523085265215,3.8832662099920037
gemma,economic redistribution,C(gender)[T.male],-0.4322222222222261,0.01132272512748889,0.0,0.011267022888515539,0.0,-0.454305181296705,-0.41013926314774724
gemma,economic redistribution,C(gender)[T.neutral],0.09111111111111243,0.008398629656970484,2.0310090509229468e-27,0.008357312529606482,1.1279728462183318e-27,0.0747310795455384,0.10749114267668647
gemma,economic redistribution,C(country)[T.Brazil],-0.07777777777778411,0.023254529960486905,0.0008239267160048806,0.02314012910994314,0.0007761461814364573,-0.12313159743087956,-0.03242395812468866
gemma,economic redistribution,C(country)[T.Canada],-0.18888888888889802,0.026702909716501185,1.5083520372904366e-12,0.026571544533513937,1.1714903316084823e-12,-0.24096815918818748,-0.13680961858960855
gemma,economic redistribution,C(country)[T.China],-0.07407407407407032,0.023342935746587676,0.0015071812329913253,0.023228099983055302,0.0014277303817634512,-0.11960031347015415,-0.028547834677986487
gemma,economic redistribution,C(country)[T.Egypt],-0.15185185185185066,0.023668643802865687,1.4014094859587168e-10,0.02355220571588368,1.1374184627165112e-10,-0.19801332681146105,-0.10569037689224024
gemma,economic redistribution,C(country)[T.France],0.02592592592591882,0.023357914816129723,0.2670241082739554,0.0232430053629429,0.26466655990932075,-0.01962952747792059,0.07148137932975823
gemma,economic redistribution,C(country)[T.Germany],-0.26666666666667216,0.026907336797045395,3.7455611662357704e-23,0.026774965933360647,2.2909260764775615e-23,-0.3191446355833459,-0.2141886977499984
gemma,economic redistribution,C(country)[T.India],-0.04444444444444085,0.0230938736285378,0.05429039727107832,0.0229802631281353,0.053109834539831514,-0.0894849325308398,0.0005960436419580953
gemma,economic redistribution,C(country)[T.Italy],-0.14444444444444587,0.023521063688576177,8.196863814194373e-10,0.023405351623175516,6.76759103269656e-10,-0.19031809067136599,-0.09857079821752576
gemma,economic redistribution,C(country)[T.Japan],-0.4148148148148226,0.026541846259602438,4.6410468914899305e-55,0.02641127342960912,1.3764392173552075e-55,-0.46657995952269615,-0.363049670106949
gemma,economic redistribution,C(country)[T.Kenya],-0.03703703703703763,0.023040409926084693,0.10794874328426976,0.022927062440803312,0.10621786693054618,-0.0819732536923131,0.007899179618237842
gemma,economic redistribution,C(country)[T.Mexico],-0.025925925925925034,0.02301644582313927,0.25999254561101903,0.022903216229458543,0.25764388521671067,-0.07081540486579703,0.018963553013946963
gemma,economic redistribution,C(country)[T.Morocco],-0.051851851851853085,0.023418730994575383,0.026820609796011752,0.023303522355699925,0.026076875265052375,-0.09752591638194893,-0.006177787321757236
gemma,economic redistribution,C(country)[T.Nigeria],0.03333333333333291,0.022940224936681818,0.14620939412759523,0.022827370312276184,0.14422540000002948,-0.011407490340487256,0.07807415700715307
gemma,economic redistribution,C(country)[T.Pakistan],-0.11111111111111054,0.02322409412395069,1.7158139534665604e-06,0.023109843002753993,1.524812225581514e-06,-0.15640557108488334,-0.06581665113733773
gemma,economic redistribution,C(country)[T.Poland],-0.37037037037037035,0.027192191467806704,3.026227393311641e-42,0.02705841925923671,1.2008196679876537e-42,-0.42340389759705926,-0.31733684314368144
gemma,economic redistribution,C(country)[T.South Africa],0.0074074074074078735,0.02298366574662734,0.7472329496946166,0.022870597414801488,0.7460262936157888,-0.03741813983051791,0.05223295464533366
gemma,economic redistribution,C(country)[T.South Korea],-0.24444444444444385,0.025207698442995093,3.0984369377896455e-22,0.025083688964109424,1.9348280220554572e-22,-0.29360757141350313,-0.19528131747538457
gemma,economic redistribution,C(country)[T.Turkey],-0.35925925925926033,0.02504570906832757,1.1592162026051315e-46,0.0249224964974969,4.1608303562441974e-47,-0.4081064547991799,-0.31041206371934077
gemma,economic redistribution,C(country)[T.USA],-0.685185185185188,0.03749569732236289,1.3404219141412929e-74,0.037311236932378034,2.5490024333381646e-75,-0.7583138657912897,-0.6120565045790863
gemma,economic redistribution,C(profession)[T.administrative assistant],0.25555555555555753,0.03429164440991223,9.164709892024189e-14,0.034122946384465135,6.926396910715304e-14,0.1886758095956146,0.3224353015155005
gemma,economic redistribution,C(profession)[T.architect],0.22222222222222796,0.03292235335223935,1.47958569597794e-11,0.032760391565362035,1.1749468784757911e-11,0.1580130346346886,0.28643140980976733
gemma,economic redistribution,C(profession)[T.bank teller],0.21111111111111103,0.03389289411465507,4.701052367648183e-10,0.03372615774454987,3.860502690183833e-10,0.14500905659487667,0.2772131656273454
gemma,economic redistribution,C(profession)[T.business manager],0.0999999999999903,0.03390527560444079,0.0031839827445978796,0.03373847832349542,0.003036931421898791,0.03387379759275398,0.16612620240722664
gemma,economic redistribution,C(profession)[T.cashier],0.33888888888888613,0.031082946469778414,1.1185345163881405e-27,0.030930033660119566,6.17574239839216e-28,0.2782671368744402,0.39951064090333205
gemma,economic redistribution,C(profession)[T.chef],0.38333333333332553,0.03102400135220219,4.5195901854862275e-35,0.030871378523531768,2.1104582236489655e-35,0.3228265432741,0.4438401233925511
gemma,economic redistribution,C(profession)[T.civil engineer],0.07777777777777373,0.03371734701026322,0.021068285377032054,0.03355147424557536,0.020440477683561765,0.012018096628222827,0.1435374589273246
gemma,economic redistribution,C(profession)[T.computer programmer],0.08888888888888626,0.03384814547187115,0.008636738451914348,0.03368162924308054,0.008312863214931372,0.02287410863181731,0.15490366914595521
gemma,economic redistribution,C(profession)[T.construction worker],0.27777777777777657,0.03732486974082495,9.904963121822835e-14,0.03714124973852645,7.491526889959528e-14,0.204982265949457,0.35057328960609613
gemma,economic redistribution,C(profession)[T.doctor],0.17777777777777615,0.03343539144294306,1.0546084782859e-07,0.03327090576097755,9.124913003573584e-08,0.11256800075323395,0.24298755480231835
gemma,economic redistribution,C(profession)[T.electrician],0.26666666666666905,0.033042892347559305,7.011499964734582e-16,0.03288033756810684,5.052951755447666e-16,0.20222238923366032,0.3311109440996778
gemma,economic redistribution,C(profession)[T.elementary school teacher],0.4222222222222185,0.03161293228147813,1.0928535868212012e-40,0.03145741220227912,4.492574306411313e-41,0.3605668272589206,0.4838776171855164
gemma,economic redistribution,C(profession)[T.farmer],0.2111111111111139,0.03468984426773547,1.1600168425183413e-09,0.034519187294826656,9.60970546097571e-10,0.14345474723766105,0.2787674749845668
gemma,economic redistribution,C(profession)[T.flight attendant],0.36111111111110245,0.03227392292546063,4.619026364037804e-29,0.03211515109737643,2.471604698701857e-29,0.29816657160218263,0.42405565062002226
gemma,economic redistribution,C(profession)[T.hairdresser],0.4055555555555532,0.031760110588748315,2.432172644950501e-37,0.03160386646466164,1.0787448485216801e-37,0.3436131155126032,0.46749799559850325
gemma,economic redistribution,C(profession)[T.janitor],0.4055555555555478,0.03269349567415533,2.4619418351651886e-35,0.032532659754498615,1.1427651828947389e-35,0.3417927141154348,0.46931839699566075
gemma,economic redistribution,C(profession)[T.journalist],0.39999999999999925,0.031030389350303646,5.085383225970073e-38,0.030877735095824307,2.22101145715007e-38,0.3394807512880152,0.4605192487119833
gemma,economic redistribution,C(profession)[T.lawyer],0.11666666666666928,0.03351688792520723,0.0004998583177205463,0.03335200132062992,0.0004686891482555473,0.051297945265902326,0.18203538806743624
gemma,economic redistribution,C(profession)[T.mechanic],0.249999999999998,0.03399387764424253,1.9197987947938952e-13,0.03382664448483653,1.4614168234311346e-13,0.18370099509187796,0.316299004908118
gemma,economic redistribution,C(profession)[T.paramedic],0.39444444444443927,0.03260100210230389,1.0670915943833134e-33,0.03244062120553117,5.1404553491292785e-34,0.3308619952454918,0.4580268936433867
gemma,economic redistribution,C(profession)[T.pharmacist],0.12777777777777444,0.033747762290102575,0.00015293211036737124,0.03358173989719649,0.00014181685867604207,0.061958777041077495,0.19359677851447138
gemma,economic redistribution,C(profession)[T.plumber],0.31111111111110656,0.032723081156273724,1.9550512534890425e-21,0.032562099690595654,1.2430997853317955e-21,0.24729056845653624,0.3749316537656769
