country,topic,coef_llama,rank_llama,rank_label_llama,coef_gemma,rank_gemma,rank_label_gemma,coef_qwen,rank_qwen,rank_label_qwen,coef_ministral,rank_ministral,rank_label_ministral,r2_llama,reliability_llama,r2_gemma,reliability_gemma,r2_qwen,reliability_qwen,r2_ministral,reliability_ministral
Argentina,climate change,0.0,3.0,tied for rank 3,0.0,9,rank 9,0.0,9,rank 9,0.0,4.0,tied for rank 4,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
Argentina,economic redistribution,,,,0.0,4,rank 4,0.0,9,rank 9,0.0,1.0,tied for rank 1,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
Argentina,gender equality,0.0,3.0,rank 3,0.0,4,tied for rank 4,0.0,5,rank 5,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
Argentina,immigration,0.0,8.0,tied for rank 8,0.0,11,rank 11,0.0,10,rank 10,0.0,3.0,rank 3,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
Argentina,lgbtq rights,0.0,2.0,rank 2,0.0,3,rank 3,0.0,6,rank 6,0.0,2.0,rank 2,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
Argentina,religion and secularism,0.0,17.0,rank 17,0.0,15,rank 15,0.0,12,tied for rank 12,0.0,4.0,tied for rank 4,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
Argentina,trust in government,0.0,9.0,rank 9,0.0,17,rank 17,0.0,7,rank 7,0.0,2.0,tied for rank 2,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
Brazil,climate change,-7.358696985093616e-15,3.0,tied for rank 3,0.0111111111111035,7,rank 7,0.0185185185185142,8,tied for rank 8,-0.0407407407407479,8.0,rank 8,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
Brazil,economic redistribution,,,,-0.0777777777777841,10,rank 10,-0.0296296296296337,12,rank 12,-0.0074074074074129,3.0,rank 3,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
Brazil,gender equality,-0.0666666666666721,6.0,rank 6,0.0074074074073987,2,tied for rank 2,-0.0777777777777843,12,rank 12,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
Brazil,immigration,0.0148148148148076,6.0,rank 6,0.4148148148148087,2,rank 2,0.0555555555555531,6,rank 6,-0.0333333333333384,4.0,rank 4,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
Brazil,lgbtq rights,-0.0444444444444517,3.0,tied for rank 3,-0.2259259259259311,5,rank 5,-0.081481481481487,7,rank 7,-0.1555555555555613,6.0,rank 6,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
Brazil,religion and secularism,0.2481481481481451,11.0,rank 11,0.0740740740740702,11,rank 11,-0.0074074074074114,14,rank 14,0.007407407407402,2.0,tied for rank 2,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
Brazil,trust in government,0.1444444444444424,6.0,rank 6,0.037037037037033,11,tied for rank 11,-0.0148148148148203,9,tied for rank 9,-5.344683029484543e-15,2.0,tied for rank 2,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
Canada,climate change,0.025925925925918,1.0,rank 1,0.0148148148148065,6,tied for rank 6,0.2407407407407385,1,rank 1,-7.639722188201858e-15,4.0,tied for rank 4,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
Canada,economic redistribution,,,,-0.188888888888898,14,rank 14,0.018518518518513,7,rank 7,-0.0037037037037101,2.0,tied for rank 2,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
Canada,gender equality,0.0851851851851796,1.0,rank 1,-8.900109622651855e-15,4,tied for rank 4,0.0444444444444374,3,rank 3,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
Canada,immigration,0.0222222222222149,5.0,rank 5,-0.0111111111111186,12,rank 12,0.1703703703703689,2,rank 2,0.0888888888888848,1.0,rank 1,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
Canada,lgbtq rights,0.051851851851845,1.0,rank 1,0.0111111111111092,2,rank 2,0.1333333333333302,3,rank 3,0.0592592592592551,1.0,rank 1,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
Canada,religion and secularism,-0.0888888888888946,20.0,rank 20,-0.0407407407407476,17,rank 17,-0.0222222222222284,16,rank 16,-0.0370370370370437,6.0,rank 6,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
Canada,trust in government,0.3148148148148186,4.0,rank 4,0.570370370370374,2,rank 2,0.0185185185185125,3,tied for rank 3,0.0037037037036976,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
China,climate change,2.7738228380869145e-15,3.0,tied for rank 3,-0.0074074074074048,10,tied for rank 10,-0.1592592592592543,16,rank 16,-0.0925925925925886,14.0,tied for rank 14,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
China,economic redistribution,,,,-0.0740740740740703,9,rank 9,-0.0037037037037003,10,rank 10,-0.0333333333333313,9.0,tied for rank 9,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
China,gender equality,-0.24814814814814,17.0,rank 17,-0.0148148148148116,8,rank 8,-0.1185185185185139,14,tied for rank 14,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
China,immigration,-0.0370370370370336,11.0,tied for rank 11,0.0222222222222237,9,tied for rank 9,0.0740740740740773,5,rank 5,-0.1814814814814762,12.0,rank 12,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
China,lgbtq rights,-0.1777777777777737,13.0,rank 13,-1.0999999999999857,15,rank 15,-0.3666666666666596,13,rank 13,-0.559259259259251,15.0,rank 15,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
China,religion and secularism,0.2518518518518508,10.0,rank 10,0.0370370370370375,12,tied for rank 12,-0.0259259259259244,17,rank 17,0.01851851851852,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
China,trust in government,-0.4259259259259186,18.0,rank 18,0.5888888888888857,1,rank 1,0.0629629629629643,1,rank 1,-0.0111111111111091,5.0,tied for rank 5,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
Egypt,climate change,2.4554048740247738e-15,3.0,tied for rank 3,0.0037037037037055,8,rank 8,-0.1333333333333298,15,rank 15,-0.0925925925925904,14.0,tied for rank 14,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
Egypt,economic redistribution,,,,-0.1518518518518506,13,rank 13,-0.1074074074074044,19,rank 19,-0.0259259259259245,7.0,tied for rank 7,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
Egypt,gender equality,-0.2333333333333291,16.0,rank 16,-0.1185185185185157,15,rank 15,-0.2074074074074049,18,rank 18,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
Egypt,immigration,-0.0629629629629604,14.0,rank 14,0.0148148148148165,10,tied for rank 10,-0.0740740740740695,16,rank 16,-0.2592592592592579,16.0,rank 16,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
Egypt,lgbtq rights,-0.296296296296295,15.0,rank 15,-1.6740740740740765,18,rank 18,-0.6407407407407395,18,rank 18,-0.7074074074074074,17.0,rank 17,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
Egypt,religion and secularism,0.6111111111111167,4.0,rank 4,0.6629629629629679,3,tied for rank 3,0.2222222222222259,3,rank 3,0.0185185185185203,1.0,tied for rank 1,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
Egypt,trust in government,-0.751851851851848,19.0,rank 19,0.0148148148148176,16,rank 16,-0.014814814814813,9,tied for rank 9,-0.0148148148148129,6.0,rank 6,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
France,climate change,-6.586745038283937e-15,3.0,tied for rank 3,-0.0185185185185263,12,rank 12,0.1925925925925917,2,rank 2,-0.0444444444444517,9.0,rank 9,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
France,economic redistribution,,,,0.0259259259259188,2,rank 2,0.0740740740740716,4,rank 4,-0.0037037037037088,2.0,tied for rank 2,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
France,gender equality,-0.0740740740740794,7.0,tied for rank 7,0.0074074074073998,2,tied for rank 2,0.0740740740740697,1,rank 1,,,,0.7512444587891239,OK,0.2276508160887945,OK,0.5153323031777381,OK,,DEGENERATE_NO_VARIANCE
France,immigration,0.0518518518518465,2.0,rank 2,0.0333333333333268,8,rank 8,-0.0555555555555581,14,rank 14,-0.1555555555555624,9.0,rank 9,0.3969568522879252,OK,0.3726350576522469,OK,0.3398726858477495,OK,0.5158797091118408,OK
France,lgbtq rights,-0.0518518518518592,4.0,rank 4,0.0925925925925875,1,rank 1,0.2037037037037015,1,rank 1,-0.0592592592592668,3.0,rank 3,0.4170611000984399,OK,0.8401412986666634,OK,0.6321367659772603,OK,0.6741636613446143,OK
France,religion and secularism,-0.0555555555555593,18.0,rank 18,0.0074074074074032,14,rank 14,-0.0111111111111156,15,rank 15,-4.90059381963448e-15,4.0,tied for rank 4,0.6211704893985865,OK,0.5806809272775824,OK,0.3342260596127966,OK,0.1108828716671854,LOW_R2
France,trust in government,0.3592592592592648,3.0,rank 3,0.0370370370370375,11,tied for rank 11,0.0111111111111064,4,tied for rank 4,0.0037037037036989,1.0,tied for rank 1,0.6356434168397304,OK,0.4250097666563125,OK,0.2688968251367911,OK,0.0885459906673156,LOW_R2
Germany,climate change,-6.289250284458469e-15,3.0,tied for rank 3,-0.0370370370370437,14,rank 14,0.1703703703703675,4,rank 4,-0.0629629629629692,11.0,rank 11,0.0374165430267057,LOW_R2,0.3702430840063991,OK,0.5952311446450491,OK,0.3434865706988464,OK
Germany,economic redistribution,,,,-0.2666666666666721,16,rank 16,-0.0629629629629661,14,rank 14,-0.0222222222222274,6.0,rank 6,,DEGENERATE_NO_VARIANCE,0.5473674846873738,OK,0.5679787271652188,OK,0.2632456047346799,OK
